doi,title,container,year,authors,cited_by,issns,abstract,query_matched
10.1016/j.amc.2024.128981,The conflict-free connection number and the minimum degree-sum of graphs,Applied Mathematics and Computation,2024,"Doan, Trung Duy; Do, Thi Thanh Chau; Ha, Pham Hoang",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2024.128959,Diverse selection intensities resolve the cooperation dilemma induced by breaking the symmetry between interaction and learning,Applied Mathematics and Computation,2024,"Chen, Wei; Tao, Boyu; Wang, Sheng",0,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.128840,Reinforcement learning-based secure synchronization for two-time-scale complex dynamical networks with malicious attacks,Applied Mathematics and Computation,2024,"Huang, He; Xu, Jiawei; Wang, Jing",0,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.128884,An innovative joint-space dynamic theory for mobile multi-axis system with unilateral constraint,Applied Mathematics and Computation,2024,"Xu, Hao; Ju, Hehua; Yu, Meng",0,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2024.128748,Practical stabilization of multi-links highly nonlinear Takagi-Sugeno fuzzy complex networks with Lévy noise based on aperiodically intermittent discrete-time observation control,Applied Mathematics and Computation,2024,"Chen, Tianrui; Fan, Zezhou; Wang, Wenhua",0,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2024.128953,Nonlinear diffusion equation with a dynamic threshold-based source for text binarization,Applied Mathematics and Computation,2024,"Du, Zhongjie; He, Chuanjiang",0,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2024.128558,A novel edge connectivity based on edge partition for hypercube and folded hypercube,Applied Mathematics and Computation,2024,"Chen, Meirun; Habib, Michel; Lin, Cheng-Kuan",0,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2023.127992,Adaptive fuzzy finite-time tracking control of nonlinear systems with unmodeled dynamics,Applied Mathematics and Computation,2023,"Xu, Ke; Wang, Huanqing; Liu, Peter Xiaoping",36,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.128221,Applications to the dynamics of the suspension system of fast finite time stability in probability of p-norm stochastic nonlinear systems,Applied Mathematics and Computation,2023,"Zhao, Junsheng; Yuan, Yixuan; Sun, Zong-yao",33,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127677,Evolutionary game analysis of the impact of dynamic dual credit policy on new energy vehicles after subsidy cancellation,Applied Mathematics and Computation,2023,"Jin, Tao; Jiang, Yulian; Liu, Xingwen",22,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2022.127755,Numerical investigation of the element-free Galerkin method (EFGM) with appropriate temporal discretization techniques for transient wave propagation problems,Applied Mathematics and Computation,2023,"Li, Yancheng; Liu, Cong; Li, Wei",21,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2022.127551,Fuzzy adaptive secure tracking control against unknown false data injection attacks for uncertain nonlinear systems with input quantization,Applied Mathematics and Computation,2023,"Zhao, Jipeng; Yang, Guang-Hong",20,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127811,Fixed/predefined-time lag synchronization of complex-valued BAM neural networks with stochastic perturbations,Applied Mathematics and Computation,2023,"Abdurahman, Abdujelil; Abudusaimaiti, Mairemunisa; Jiang, Haijun",20,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.127944,Applications of fractional gradient descent method with adaptive momentum in BP neural networks,Applied Mathematics and Computation,2023,"Han, Xiaohui; Dong, Jianping",17,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127759,Performance-constrained fault-tolerant DSC based on reinforcement learning for nonlinear systems with uncertain parameters,Applied Mathematics and Computation,2023,"Li, Dongdong; Dong, Jiuxiang",17,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2022.127535,"The global cooperation in asteroid mining based on AHP, entropy and TOPSIS",Applied Mathematics and Computation,2023,"Fan, Ruilin; Zhang, Hanlu; Gao, Yi",16,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127515,Global exponential stability of impulsive switched positive nonlinear systems with mode-dependent impulses,Applied Mathematics and Computation,2023,"Kang, Yu; Zhang, Niankun; Chen, Guoyong",16,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127637,A stochastic model for stop-and-go phenomenon in traffic oscillation: On the prospective of macro and micro traffic flow,Applied Mathematics and Computation,2023,"Wen, Jianghui; Hong, Lijiang; Dai, Min",15,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127810,An Online Adaptive Policy Iteration-Based Reinforcement Learning for a Class of a Nonlinear 3D Overhead Crane,Applied Mathematics and Computation,2023,"Alyazidi, Nezar M.; Hassanine, Abdalrahman M.; Mahmoud, Magdi S.",14,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2022.127633,A direct analysis method to Lagrangian global exponential stability for quaternion memristive neural networks with mixed delays,Applied Mathematics and Computation,2023,"Chen, Yonghui; Xue, Yu; Yang, Xiaona",14,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127685,Global convergence of Hager–Zhang type Riemannian conjugate gradient method,Applied Mathematics and Computation,2023,"Sakai, Hiroyuki; Sato, Hiroyuki; Iiduka, Hideaki",13,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127731,MooAFEM: An object oriented Matlab code for higher-order adaptive FEM for (nonlinear) elliptic PDEs,Applied Mathematics and Computation,2023,"Innerberger, Michael; Praetorius, Dirk",13,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.127912,A prescribed-performance-based adaptive finite-time tracking control scheme circumventing the dependence on the system initial condition,Applied Mathematics and Computation,2023,"Liu, Hui; Li, Xiaohua",13,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2022.127694,Decentralized Adaptive Funnel Control of Uncertain Large-Scale Interconnected Nonlinear System,Applied Mathematics and Computation,2023,"Yang, Wenjing; Xia, Jianwei; Yu, Miao",13,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.128168,An evolutionary game with revengers and sufferers on complex networks,Applied Mathematics and Computation,2023,"Zhang, Yuji; Zeng, Ziyan; Pi, Bin",12,['0096-3003'],,convergence proof evolutionary algorithm 2023
10.1016/j.amc.2022.127800,Dynamic event-triggered adaptive control for uncertain stochastic nonlinear systems,Applied Mathematics and Computation,2023,"Fu, Yingying; Li, Jing; Li, Xiaobo",12,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2022.127813,Outlier-resistant interval observer design for multirate time-delayed systems under the adaptive event-triggered protocols,Applied Mathematics and Computation,2023,"Li, Xin; Cheng, Kaijie; Zhu, Liangkuan",12,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127498,Estimating Lyapunov exponents on a noisy environment by global and local Jacobian indirect algorithms,Applied Mathematics and Computation,2023,"Escot, Lorenzo; Sandubete, Julio E.",12,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.127920,Hybrid data-driven closure strategies for reduced order modeling,Applied Mathematics and Computation,2023,"Ivagnes, Anna; Stabile, Giovanni; Mola, Andrea",12,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2022.127539,An Arbitrary-Lagrangian-Eulerian hybrid finite volume/finite element method on moving unstructured meshes for the Navier-Stokes equations,Applied Mathematics and Computation,2023,"Busto, S.; Dumbser, M.; Río-Martín, L.",12,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2023.128041,Adaptive memory-based event-triggering resilient LFC for power system under DoS attack,Applied Mathematics and Computation,2023,"Liu, Xingyue; Shi, Kaibo; Cheng, Jun",11,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.127941,Inertia in spatial public goods games under weak selection,Applied Mathematics and Computation,2023,"Wang, Chaoqian; Szolnoki, Attila",11,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2023.127914,Model free optimal control of unknown nonaffine nonlinear systems with input quantization and DoS attack,Applied Mathematics and Computation,2023,"Wang, Xianming; Shen, Mouquan",11,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2022.127708,A hybrid classical-quantum algorithm for solution of nonlinear ordinary differential equations,Applied Mathematics and Computation,2023,"Shukla, Alok; Vedula, Prakash",10,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2023.127865,Event-triggered distributed online convex optimization with delayed bandit feedback,Applied Mathematics and Computation,2023,"Xiong, Menghui; Zhang, Baoyong; Yuan, Deming",10,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2022.127700,Time-varying minimum-cost portfolio insurance problem via an adaptive fuzzy-power LVI-PDNN,Applied Mathematics and Computation,2023,"Katsikis, Vasilios N.; Mourtas, Spyridon D.; Stanimirović, Predrag S.",10,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127683,Error analysis of a weak Galerkin finite element method for two-parameter singularly perturbed differential equations in the energy and balanced norms,Applied Mathematics and Computation,2023,"Toprakseven, Şuayip; Zhu, Peng",10,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2023.127910,An improved model-free adaptive control for nonlinear systems: An LMI approach,Applied Mathematics and Computation,2023,"Jin, Xiao-Zheng; Ma, Yong-Sheng; Che, Wei-Wei",10,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2023.127983,Adaptive neural networks-based integral sliding mode control for T-S fuzzy model of delayed nonlinear systems,Applied Mathematics and Computation,2023,"Shanmugam, Lakshmanan; Joo, Young Hoon",9,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128209,Robust minimal strong reconstructibility problem of Boolean control networks,Applied Mathematics and Computation,2023,"Li, Xi; Liu, Yang; Lou, Jungang",8,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2023.128110,Function matrix projection synchronization for the multi-time delayed fractional order memristor-based neural networks with parameter uncertainty,Applied Mathematics and Computation,2023,"He, Jin-Man; Pei, Li-Jun",8,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2023.128275,Adaptive event-triggered filtering for semi-Markov jump systems under communication constraints,Applied Mathematics and Computation,2023,"Wang, Qiyi; Peng, Li; Zhao, Huarong",8,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128042,Adaptive tracking control for a class of stochastic nonlinear systems with full-state constraints and dead-zone,Applied Mathematics and Computation,2023,"Peng, Yanru; Xu, Shengyuan",8,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128072,Finite-time zeroing neural networks with novel activation function and variable parameter for solving time-varying Lyapunov tensor equation,Applied Mathematics and Computation,2023,"Qi, Zhaohui; Ning, Yingqiang; Xiao, Lin",7,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2022.127670,Adaptive non-fragile sliding mode control for switched semi-Markov jump system with time-delay and attack via reduced-order method,Applied Mathematics and Computation,2023,"Wang, Xingxing; Ma, Yuechao",7,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.127933,Fixed-time distributed adaptive attitude control for multiple QUAVs with quantized input,Applied Mathematics and Computation,2023,"Cui, Guozeng; Xu, Hui; Yu, Jinpeng",7,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127716,Adaptive modified prescribed performance constraint control for uncertain nonlinear discrete-time systems,Applied Mathematics and Computation,2023,"Zhang, Yanqi; Wang, Zhenlei; Wang, Xin",7,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127619,On the mutual visibility in Cartesian products and triangle-free graphs,Applied Mathematics and Computation,2023,"Cicerone, Serafino; Di Stefano, Gabriele; Klavžar, Sandi",7,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2022.127565,A modified Vicsek model based on the evolutionary game,Applied Mathematics and Computation,2023,"You, Feng; Yang, Han-Xin; Li, Yumeng",6,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2022.127586,"Adaptive Event-Triggered <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si28.svg""><mml:mrow><mml:msub><mml:mi>L</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:mo linebreak=""goodbreak"">−</mml:mo><mml:msub><mml:mi>L</mml:mi><mml:mi>∞</mml:mi></mml:msub></mml:mrow></mml:math> Control of Semi-Markov Jump Distributed Parameter Systems",Applied Mathematics and Computation,2023,"Mei, Yu; Wang, Guanqi; Shen, Hao",6,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.127854,Event-Triggered output feedback adaptive control for nonlinear switched interconnected systems with unknown control coefficients,Applied Mathematics and Computation,2023,"Chen, Xiang; Li, Shi; Wang, Ronghao",6,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.128133,Bipartite hybrid formation tracking control for heterogeneous multi-agent systems in multi-group cooperative-competitive networks,Applied Mathematics and Computation,2023,"Li, Weixun; Du, Xiangyang; Xiao, Jingyu",6,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2022.127579,Unified description of fluids and solids in Smoothed Particle Hydrodynamics,Applied Mathematics and Computation,2023,"Kincl, Ondřej; Peshkov, Ilya; Pavelka, Michal",6,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2023.127888,Extending the Adapted PageRank Algorithm centrality model for urban street networks using non-local random walks,Applied Mathematics and Computation,2023,"Bowater, David; Stefanakis, Emmanuel",5,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2023.127876,Application of the dynamic Monte Carlo method to pedestrian evacuation dynamics,Applied Mathematics and Computation,2023,"Tamang, Nutthavuth; Sun, Yi",5,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2023.127909,Adaptive event-triggered fault-tolerant consensus of linear heterogeneous multiagent systems via hierarchical approach,Applied Mathematics and Computation,2023,"Huang, Jingyang; Jia, Wei; Wan, Tongxin",5,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.127985,Adaptive fuzzy dynamic surface control for nonstrict-feedback nonlinear state constrained systems with input dead-zone via event-triggered sampling,Applied Mathematics and Computation,2023,"Hu, Yifan; Liu, Wenhui",5,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.127879,Stochastic bounded consensus for multi-agent systems with fractional Brownian motions via sliding mode control,Applied Mathematics and Computation,2023,"Liu, Mingyu; Xie, Jing; Kao, Yonggui",5,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128050,Image Segmentation Based on the Hybrid Bias Field Correction,Applied Mathematics and Computation,2023,"Pang, Zhi-Feng; Guan, Zhenyan; Li, Yue",5,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2022.127508,Convergence of discontinuous Galerkin schemes for the Euler equations via dissipative weak solutions,Applied Mathematics and Computation,2023,"Lukáčová-Medvid’ová, Mária; Öffner, Philipp",4,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.127875,Moran process in evolutionary game dynamics with interval payoffs and its application,Applied Mathematics and Computation,2023,"Zhang, Qinchunxue; Shu, Lan; Jiang, Bichuan",4,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2022.127801,Proximal nested primal-dual gradient algorithms for distributed constraint-coupled composite optimization,Applied Mathematics and Computation,2023,"Li, Jingwang; An, Qing; Su, Housheng",4,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2023.128241,A linear algebra approach to HP-splines frequency parameter selection,Applied Mathematics and Computation,2023,"Campagna, Rosanna; Conti, Costanza; Cuomo, Salvatore",4,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2022.127734,Prioritized experience replay based reinforcement learning for adaptive tracking control of autonomous underwater vehicle,Applied Mathematics and Computation,2023,"Li, Ting; Yang, Dongsheng; Xie, Xiangpeng",4,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2023.127867,Adaptive asymptotic tracking control design for high-order uncertain nonlinear systems,Applied Mathematics and Computation,2023,"Zhang, Haoyue; Ding, Shihong",4,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128194,Distributed adaptive cooperative control via command filters for multi-agent systems including input unmodeled dynamics and sensor faults,Applied Mathematics and Computation,2023,"Xia, Meizhen; Liu, Zhucheng; Zhang, Tianping",4,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.128200,Adaptive control for uncertain nonlinear systems with state-function constraints and input delay,Applied Mathematics and Computation,2023,"Gao, Lihong; Song, Zhibao; Wang, Zhen",4,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.127932,Proportional stochastic generalized Lotka–Volterra model with an application to learning microbial community structures,Applied Mathematics and Computation,2023,"Xu, Libai; Kong, Dehan; Wang, Lidan",4,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127552,"Interval stability/stabilization and <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.svg""><mml:msub><mml:mi>H</mml:mi><mml:mi>∞</mml:mi></mml:msub></mml:math> feedback control for linear impulsive stochastic systems",Applied Mathematics and Computation,2023,"Li, Yuanen; Zhang, Huasheng; Zhang, Tingting",4,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127609,A two-step parallel iteration method for large sparse horizontal linear complementarity problems,Applied Mathematics and Computation,2023,"Zhang, Yongxiong; Zheng, Hua; Vong, Seakweng",4,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128077,Fractional quantum Julia set,Applied Mathematics and Computation,2023,"Wang, Yupin",4,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2023.128086,Effects of adding arcs on the consensus convergence rate of leader-follower multi-agent systems,Applied Mathematics and Computation,2023,"Gao, Shanshan; Zhang, Shenggui; Chen, Xinzhuang",3,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128228,Replicator dynamics of evolutionary games with different delays on costs and benefits,Applied Mathematics and Computation,2023,"Wettergren, Thomas A.",3,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2022.127604,Is cooperation sustained under increased mixing in evolutionary public goods games on networks?,Applied Mathematics and Computation,2023,"Zhang, Wei; Brandes, Ulrik",3,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2022.127544,A relaxed a posteriori MOOD algorithm for multicomponent compressible flows using high-order finite-volume methods on unstructured meshes,Applied Mathematics and Computation,2023,"Tsoutsanis, Panagiotis; Pavan Kumar, Machavolu Sai Santosh; Farmakis, Pericles S.",3,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2022.127510,An optimal bilevel optimization model for the generalized total variation and anisotropic tensor parameters selection,Applied Mathematics and Computation,2023,"Boutaayamou, Idriss; Hadri, Aissam; Laghrib, Amine",3,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2022.127645,Adaptive selection strategy of shape parameters for LRBF for solving partial differential equations,Applied Mathematics and Computation,2023,"Li, Yang; Liu, Dejun; Yin, Zhexu",3,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2022.127622,An adaptive time-stepping method for the phase-field molecular beam epitaxial growth model on evolving surfaces,Applied Mathematics and Computation,2023,"Huang, Shijie; Xiao, Xufeng; Feng, Xinlong",3,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127766,High-dimensional sparse portfolio selection with nonnegative constraint,Applied Mathematics and Computation,2023,"Xia, Siwei; Yang, Yuehan; Yang, Hu",3,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2023.128026,A novel convex relaxation technique on affine transformed sampled-data control issue for fuzzy semi-Markov jump systems,Applied Mathematics and Computation,2023,"Pan, X.Z.; Huang, J.J.; Lee, S.M.",3,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2022.127483,Global energy preserving model reduction for multi-symplectic PDEs,Applied Mathematics and Computation,2023,"Uzunca, Murat; Karasözen, Bülent; Aydın, Ayhan",3,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2022.127763,Reinforcement learning for exploratory linear-quadratic two-person zero-sum stochastic differential games,Applied Mathematics and Computation,2023,"Sun, Zhongshi; Jia, Guangyan",3,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2022.127635,Cooperative evolution under the joint influence of local popularity and global popularity,Applied Mathematics and Computation,2023,"Liao, Hui-Min; Hao, Qing-Yi; Qian, Jia-Li",3,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128034,"A stochastic-local volatility model with <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si13.svg""><mml:mrow><mml:mi mathvariant=""normal"">L</mml:mi><mml:mover accent=""true""><mml:mi mathvariant=""normal"">e</mml:mi><mml:mo>´</mml:mo></mml:mover><mml:mtext>vy</mml:mtext></mml:mrow></mml:math> jumps for pricing derivatives",Applied Mathematics and Computation,2023,"Kim, Hyun-Gyoon; Kim, Jeong-Hoon",3,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.127846,A hybrid finite element–finite volume method for conservation laws,Applied Mathematics and Computation,2023,"Abgrall, Rémi; Barsukow, Wasilij",3,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2022.127819,Memory-two strategies forming symmetric mutual reinforcement learning equilibrium in repeated prisoners’ dilemma game,Applied Mathematics and Computation,2023,"Ueda, Masahiko",3,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2023.128211,Design of reduced-order and pinning controllers for probabilistic Boolean networks using reinforcement learning,Applied Mathematics and Computation,2023,"Takizawa, Michiaki; Kobayashi, Koichi; Yamashita, Yuh",3,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2022.127826,Dynamic Modelling and Numerical Simulation of Formation Control for Intelligent Multi-agent System with Target Geometric Configuration,Applied Mathematics and Computation,2023,"Xiao, Ya; Zhou, Linhua",3,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2022.127573,Strong convergence and almost sure exponential stability of balanced numerical approximations to stochastic delay Hopfield neural networks,Applied Mathematics and Computation,2023,"Rathinasamy, Anandaraman; Mayavel, Pichamuthu",2,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128271,Strategic use of payoff information in k-hop evolutionary Best-shot networked public goods game,Applied Mathematics and Computation,2023,"Jin, Xing; Tao, Yuchen; Wang, Jingrui",2,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2022.127706,New applications for the Boris Spectral Deferred Correction algorithm for plasma simulations,Applied Mathematics and Computation,2023,"Smedt, Kris; Ruprecht, Daniel; Niesen, Jitse",2,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2022.127501,Convergence of a diffuse interface Poisson-Boltzmann (PB) model to the sharp interface PB model: A unified regularization formulation,Applied Mathematics and Computation,2023,"Shao, Yuanzhen; McGowan, Mark; Wang, Siwen",2,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2023.128134,Evolutionary cooperation dynamics of combining imitation and super-rational aspiration induced strategy updating,Applied Mathematics and Computation,2023,"Wang, Si-Yi; Wang, Qing-Lian; Zhang, Xiao-Wei",2,['0096-3003'],,convergence proof evolutionary algorithm 2023
10.1016/j.amc.2023.128276,A parallel PageRank algorithm for undirected graph,Applied Mathematics and Computation,2023,"Zhang, Qi; Tang, Rongxia; Yao, Zhengan",2,['0096-3003'],,convergence proof evolutionary algorithm 2023
10.1016/j.amc.2023.127903,Enhancing level set-based topology optimization with anisotropic graded meshes,Applied Mathematics and Computation,2023,"Cortellessa, Davide; Ferro, Nicola; Perotto, Simona",2,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2023.128099,Sign stable arbitrary high order reconstructions for constructing non-oscillatory entropy stable schemes,Applied Mathematics and Computation,2023,"Pandey, Prashant Kumar; Dubey, Ritesh Kumar",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2023.127998,Retraction notice to “Theoretical study of MHD electro-osmotically flow of third-grade fluid in micro channel” [Applied Mathematics and Computation 420(2022) / 126868],Applied Mathematics and Computation,2023,"Nazeer, Mubbashar; Hussain, Farooq; Khan, M. Ijaz",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2023.128245,Conditions of strong ellipticity and calculations of M-eigenvalues for a partially symmetric tensor,Applied Mathematics and Computation,2023,"Zhao, Jianxing",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2023.127996,Retraction notice to “Combined impact of Cattaneo-Christov double diffusion and radiative heat flux on bio-convective flow of Maxwell liquid configured by a stretched nano-material surface” [Applied Mathematics and Computation 419 (15 April 2022) / 126883)],Applied Mathematics and Computation,2023,"Chu, Yu-Ming; Shankaralingappa, B.M.; Gireesha, B.J.",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2022.127768,A new Mean Preserving Moving Least Squares method for Arbitrary Order Finite Volume schemes,Applied Mathematics and Computation,2023,"Ramírez, Luis; Edreira, Laura; Couceiro, Iván",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2023.128102,Adaptive control strategy improves synchronization of self-propelled agents,Applied Mathematics and Computation,2023,"Shang, Lihui; Xu, Zhiqiang",2,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.128235,Observer-based adaptive event-triggered control method for input-saturated systems,Applied Mathematics and Computation,2023,"Adloo, Hassan; Shafiei, Mohammad Hossein",2,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2023.127881,Aspiration drives adaptive switching between two different payoff matrices,Applied Mathematics and Computation,2023,"Li, Jiaqi; Zhang, Jianlei; Chen, Zengqiang",2,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2022.127805,Finite-time adaptive fuzzy output tracking of switched nonlinear systems with ISD-ADT,Applied Mathematics and Computation,2023,"Zhu, Hao-Yang; Jiang, Xiaoyue; Li, Yuan-Xin",2,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.127960,Promoting effect of adaptive interaction based on random neighbors to cooperation in the spatial prisoner's dilemma game,Applied Mathematics and Computation,2023,"Lu, Shounan; Zhu, Ge; Dai, Jianhua",2,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2023.128186,Stochastic estimation of Green’s functions with application to diffusion and advection-diffusion-reaction problems,Applied Mathematics and Computation,2023,"Keanini, Russell G.; Dahlberg, Jerry; Brown, Philip",2,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127786,Stability analysis of discrete-time switched stochastic non-autonomous systems with external inputs and time-varying delays under partially unstable subsystems,Applied Mathematics and Computation,2023,"Fan, Lina; Lv, Yuan; Zhu, Quanxin",2,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127804,Stability analysis for hybrid deterministic system under delay-dependent impulses uniting properties of edges,Applied Mathematics and Computation,2023,"Gao, Lijun; Wang, Zhenyue; Sun, Tao",2,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2022.127770,Complex group consensus of multi-agent systems with cooperative-competitive mechanisms: acyclic partition method,Applied Mathematics and Computation,2023,"Yao, Lingling; Xie, Dongmei; Wang, Han",2,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2022.127634,Convergence analysis of two conservative finite difference fourier pseudo-spectral schemes for klein-Gordon-Dirac system,Applied Mathematics and Computation,2023,"Wang, Xianfen; Li, Jiyong",1,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2022.127678,On the local convergence of a quasi-Newton method for solving matrix polynomial equations,Applied Mathematics and Computation,2023,"Macías, E.M.; Pérez, R.; Martínez, H.J.",1,['0096-3003'],,stochastic convergence global optimization 2023
