doi,title,container,year,authors,cited_by,issns,abstract,query_matched
10.1016/j.amc.2025.129685,Reinforcement learning in evolutionary game theory: A brief review of recent developments,Applied Mathematics and Computation,2026,"Xie, Kai; Szolnoki, Attila",14,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129774,Adaptive fault tolerant optimal control for high-order fully actuated system and its application in spacecraft attitude tracking using reinforcement learning,Applied Mathematics and Computation,2026,"Wu, Xueqi; Sun, Wei",5,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129670,Investigating the evolutionary dynamics of cooperation on a dynamic network: the influence of aspiration-driven structural adaptations,Applied Mathematics and Computation,2026,"Huang, Yijie; Chen, Yanhong",4,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129624,Augmented input-output finite time stabilization and tracking control for networked control systems via adaptive event-triggered mechanism,Applied Mathematics and Computation,2026,"Muthusamy, Vijayakumar",2,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129676,Hinderance of cooperation by individual solutions: Evolutionary dynamics of three-strategy games combining the prisoner’s dilemma and stag hunt,Applied Mathematics and Computation,2026,"Takesue, Hirofumi",2,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129745,Deep neural network-based adaptive supervisory control for strict-feedback nonlinear systems with sensor and actuator faults,Applied Mathematics and Computation,2026,"Guo, Shanshan; Li, Jinghao; Yang, Guang-Hong",2,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129628,Fixed-time optimized control for nonlinear strict-feedback systems based on reinforcement learning and disturbance observer,Applied Mathematics and Computation,2026,"Gao, Dong-Xiang; Cui, Wen-Hua; Wu, Li-Bing",2,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129905,An alternating direction implicit method for 2D nonlinear Schrödinger equation with accelerated evaluation of Caputo derivative,Applied Mathematics and Computation,2026,"Dwivedi, Himanshu Kumar; Rajeev, ; Zeng, Shengda",1,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129671,Matrix-based evaluation of the fractional Hankel transform by bessel series expansion,Applied Mathematics and Computation,2026,"Hanna, Magdy Tawfik",1,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2026.130032,Finite difference/deep learning scheme for tempered fractional generalized Burgers’ equations with fast evaluation of Caputo derivative,Applied Mathematics and Computation,2026,"Dwivedi, Himanshu Kumar; Peng, Yehui; Rajeev, ",1,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129777,A two-stage parallel iteration method for nonlinear complementarity problems,Applied Mathematics and Computation,2026,"Guo, Wenxiu; Zheng, Hua; Lu, Xiaoping",1,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129706,Learning a robust shape parameter for RBF approximation,Applied Mathematics and Computation,2026,"Han Veiga, Maria; Nassajian Mojarrad, Faezeh; Nassajian Mojarrad, Fatemeh",1,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129933,Predefined-time adaptive neural output-feedback control with filtered compensation for switched systems via event-triggered communication,Applied Mathematics and Computation,2026,"Song, Yuhui; Wang, Huanqing; Liu, Xiaoping",1,['0096-3003'],,adaptive parameter metaheuristic 2024
10.1016/j.amc.2025.129903,Memory-based evolutionary prisoner’s dilemma game with neighbor screening mechanism,Applied Mathematics and Computation,2026,"Ma, Jinlong; Wang, Guanghui",1,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2026.130035,Finite-time P2P filtering for hidden Markov jump systems with adaptive memory event-triggered mechanism: A packet loss compensation strategy,Applied Mathematics and Computation,2026,"Wang, Nan; Yu, Lu",1,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129707,"The chromatic number of {P2∪P3,banner}-free graphs",Applied Mathematics and Computation,2026,"Long, Jiali; Lan, Kaiyang; Wang, Yan",1,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2025.129935,Hybrid PCA-PINN framework for accurate and transparent ECG arrhythmia detection,Applied Mathematics and Computation,2026,"Moaven, Fatemeh; Abbaszadeh, Mostafa",1,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2025.129766,Distributed reinforcement learning-based FTC for nonlinear multi-agent systems with performance guarantees,Applied Mathematics and Computation,2026,"Cui, Lili; Xie, Xiangpeng; Zhang, Yong",1,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2025.129726,Solving linear and nonlinear Caputo fractional differential equations with a quantum pseudo-spectral approach,Applied Mathematics and Computation,2026,"Abbasbandy, Saeid",1,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2026.130154,Design and convergence analysis of a new efficient iterative method for solving systems of nonlinear equations with applications in economic dynamics and physical modeling,Applied Mathematics and Computation,2026,"Erfanifar, Raziyeh; Hajarian, Masoud",0,['0096-3003'],,convergence proof evolutionary algorithm 2023
10.1016/j.amc.2025.129704,Convergence of a positivity preserving logarithmic truncated EM method for SDEs with discontinuous drift coefficients,Applied Mathematics and Computation,2026,"Haghighi, Amir",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129811,On the convergence rate of approximation for distribution-dependent stochastic differential equations with Hölder continuous drift,Applied Mathematics and Computation,2026,"Wang, Lixi; Li, Junping",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2026.130210,L1-gain control with adjustable convergence rate for impulsive positive systems: A geometric constraint approach to pole configuration,Applied Mathematics and Computation,2026,"Wang, Xuezhen; Ma, Dazhong",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129899,Strong convergence and Mittag-Leffler stability of stochastic theta method for time-changed stochastic differential equations,Applied Mathematics and Computation,2026,"Chen, Jingwei; Ye, Jun; Chen, Jinwen",0,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2026.130166,"An extrapolated hybrid framework for efficient simulation of coupled reaction-diffusion systems: Stability, convergence, and applications",Applied Mathematics and Computation,2026,"Ullah, Inayat; Xu, Yingxiang",0,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2026.130157,A Lyapunov stability proof and a port-Hamiltonian physics-informed neural network for chaotic synchronization in memristive neurons,Applied Mathematics and Computation,2026,"Babaeian, Behnam; Yamakou, Marius E.",0,['0096-3003'],,convergence proof evolutionary algorithm 2023
10.1016/j.amc.2026.130086,Dynamic portfolio optimization under uncertainty: A penalty-function-based neural solver,Applied Mathematics and Computation,2026,"Mourtas, Spyridon D.",0,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2025.129862,An evolutionary game analysis of a dynamically switching zero-determinant strategy,Applied Mathematics and Computation,2026,"Huang, Huaihe; Ye, Ye; Bao, Wei",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2026.130021,Corrigendum to Magnetohydrodynamic instability of fluid flow in a porous channel with slip boundary conditions [J. Appl. Math. Computat. 432 (2022) 127363],Applied Mathematics and Computation,2026,"Badday, Alaa Jabbar; Harfash, Akil J.",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2026.130085,Retraction notice to “Analysis of entropy generation in AA7072-methanol and AA7072+AA7075-methanol flow near a parabolic surface” [Applied Mathematics and Computation 413 (2022) 126616],Applied Mathematics and Computation,2026,"Salahuddin, T.; Imtiaz, Ikram; Khan, Mair",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2026.129960,A robust exact Riemann solver for a laminar two-phase flow model with two layers,Applied Mathematics and Computation,2026,"Sahu, Lilu; Sekhar, T. Raja",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129946,Graph-instructed neural networks for sparse grid-based discontinuity detectors,Applied Mathematics and Computation,2026,"Della Santa, Francesco; Pieraccini, Sandra",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2026.130049,"Retraction notice to “Hybrid nanofluids: Significance of gravity modulation, heat source/ sink, and magnetohydrodynamic on dynamics of micropolar fluid over an inclined surface via finite element simulation” [Applied Mathematics and Computation 419 (2022) 126878]",Applied Mathematics and Computation,2026,"Ali, Bagh; Khan, Shahid Ali; Hussein, Ahmed Kadhim",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2026.130018,Observer-based event-triggered composite anti-disturbance finite-time bounded consensus control for multi-Agent systems under switching topologies and multiple attacks,Applied Mathematics and Computation,2026,"Chen, Menghua; Yu, Shuangwei; Karimi, Hamid Reza",0,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2026.129974,Adaptive parameter-space refinement and Markov state models for eco-epidemiological dynamics,Applied Mathematics and Computation,2026,"Hernández-López, Eymard; Ullah, Mohammad Sharif; Wences, Giovanni",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129867,Fixed-time adaptive fault-tolerant control for uncertain nonlinear systems with actuator faults,Applied Mathematics and Computation,2026,"Yang, Yongxiang; Zhang, Lili; An, Liwei",0,['0096-3003'],,adaptive parameter metaheuristic 2024
10.1016/j.amc.2026.130044,VooPINN: Physics-informed neural network with variable-order operator for forward and inverse problems of time fractional partial differential equations,Applied Mathematics and Computation,2026,"Liu, Wenkai; Liu, Yang",0,['0096-3003'],,adaptive operator selection 2023
10.1016/j.amc.2026.130040,An evolutionary game model of disease-vaccination strategy in multiplex hypernetwork,Applied Mathematics and Computation,2026,"Wang, Min; Wang, Peiwen; Qin, Qiong",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129793,"Assessing the social dilemmas in eco-evolutionary dynamics of cooperation, cheating, and resistance under antibiotic pressure",Applied Mathematics and Computation,2026,"Begum, Saleha; Islam, Md. Refath; Kabir, K.M. Ariful",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129773,From disclosure to compliance: Modeling the evolutionary dynamics of tripartite privacy regulation,Applied Mathematics and Computation,2026,"Qu, Qixing; Wei, Chengxi; Wang, Mingxian",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2026.129951,Evolutionary dynamics of cooperation in two-layer lattice networks with a leader-follower hierarchy: integrating dominant strategy and time cost,Applied Mathematics and Computation,2026,"Yang, Bolin; Yang, Guanghui",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129878,Dynamic pricing mechanisms for generative artificial intelligence models across heterogeneous scenarios: An evolutionary game and complex network approach,Applied Mathematics and Computation,2026,"Han, Minglong; Liu, Yupeng",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129898,Corrigendum to “An Evolutionary Game Analysis of a Dynamically Switching Zero-Determinant Strategy” [Applied Mathematics and Computation 515 (2026) 129862],Applied Mathematics and Computation,2026,"Huang, Huaihe; Ye, Ye; Bao, Wei",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129930,An evolutionary game model for strategic interactions in AI-driven crime systems,Applied Mathematics and Computation,2026,"Scrimali, Laura R.M.",0,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129807,"Hidden-Markov-model-based asynchronous
                    <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si8.svg"">
                      <mml:msub>
                        <mml:mi mathvariant=""script"">H</mml:mi>
                        <mml:mi>∞</mml:mi>
                      </mml:msub>
                    </mml:math>
                    control of supply chain systems under homogeneous markovian deception attacks",Applied Mathematics and Computation,2026,"Hu, Bing; Ma, Jiaqi; Cui, Yukang",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2026.130189,On computations of limiting probability distributions of higher order Markov chains,Applied Mathematics and Computation,2026,"Xu, Jianhong",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129717,Composite sliding mode adaptive tracking control for singularly perturbed semi-Markov jump non-linear systems with fault and disturbances,Applied Mathematics and Computation,2026,"Shobana, N.; Sakthivel, R.; Kwon, O.M.",0,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2025.129724,On the fairness and cooperation among free-riders,Applied Mathematics and Computation,2026,"Kishor, Avadh",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2026.130190,Collision-free predefined-time formation control for nonholonomic mobile robots along parametric curves,Applied Mathematics and Computation,2026,"Zhang, Zheng; Yang, Guang-Hong",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2025.129775,Analogy of hybrid fault diagnosis capability on theta-free connected graphs,Applied Mathematics and Computation,2026,"Liu, Shuqi; Liu, Huiqing; Zhao, Qin",0,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2026.130053,Derivative-free root-finding algorithms: Perpendicular and extended secant methods with CESTAC validation,Applied Mathematics and Computation,2026,"Miah, Md. Asadujjaman; Hossan, Md. Shorif; Noeiaghdam, S.",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2026.130039,Model-free safe synchronization control of high-order nonlinear multi-agent systems based on finite-time data-driven fuzzy predictor,Applied Mathematics and Computation,2026,"Li, Huijuan; Gu, Nan; Peng, Zhouhua",0,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2026.130215,Construction of directed strongly regular graphs via their orbit matrices and genetic algorithm,Applied Mathematics and Computation,2026,"Crnković, Dean; Švob, Andrea; Zrinski, Tin",0,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2025.129780,A subspace-orbit randomized algorithm for quaternion tensor singular value decomposition based on Qt-product,Applied Mathematics and Computation,2026,"Liu, Yonghe; Wu, Fengsheng; Miao, Jifei",0,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2025.129761,Environmental reputation-based preference selection and strategy learning mechanisms promote cooperation,Applied Mathematics and Computation,2026,"Liang, Rongqian; Fan, Suohai",0,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2025.129632,T-S fuzzy fault-tolerant load frequency control for power systems with energy storage system under DoS attacks and actuator failures: A two-step adaptive event-triggered mechanism,Applied Mathematics and Computation,2026,"Zhang, Yuzhuo; Luo, Mengzhuo; Cheng, Jun",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2026.130192,Adaptive predefined-time asymptotic tracking control for uncertain switched nonlinear systems with deferred constraints,Applied Mathematics and Computation,2026,"Liu, Shuo; Zhang, Huaguang; Pang, Hongbo",0,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2026.130071,"S-asymptotically (ω, c)-periodic behavior of hybrid-time shunting inhibitory cellular neural networks with delays and stochastic perturbations",Applied Mathematics and Computation,2026,"Bharti, Puja; Dhama, Soniya",0,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2026.130095,Simplified reinforcement learning-based distributed consensus neural network control for second-order uncertain nonlinear multi-agent systems,Applied Mathematics and Computation,2026,"Vu Anh Truong, Hoai; Lee, Chanyong; Kwon, Cheolhyeon",0,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2025.129929,Maximum augmented Zagreb index on polyomino chains,Applied Mathematics and Computation,2026,"Montes-y-Morales, Manuel; Sigarreta, Saylé; Cruz-Suárez, Hugo",0,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2026.130090,TermiNet: A reinforcement learning framework for k-Path partitioning problem,Applied Mathematics and Computation,2026,"Ba, Linghui; Liu, Sihao; Lin, Guohui",0,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2026.130158,H∞ control for singularly perturbed systems with unknown dynamics: An inverse reinforcement learning scheme,Applied Mathematics and Computation,2026,"Lu, Tianqing; Huang, Zheng; Wang, Jing",0,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129716,Event-triggered prescribed performance control of the multiplayer game nonlinear system via integral reinforcement learning,Applied Mathematics and Computation,2026,"Hu, Yuanyang; Chen, Jiaqi; Qin, Chunbin",0,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129711,Prescribed-time reinforcement learning formation control of nonlinear MASs with an unknown dynamic leader,Applied Mathematics and Computation,2026,"Zhao, Benxin; Li, Yuan-Xin; Hou, Zhongsheng",0,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129939,Reinforcement learning-based optimal false data injection attack against control signals in probabilistic Boolean control networks,Applied Mathematics and Computation,2026,"Peng, Xianlun; Li, Fangfei; Liu, Yang",0,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129616,Predefined-time control of non-strict feedback nonlinear systems subject to input saturation and output constraint: A reinforcement learning method,Applied Mathematics and Computation,2026,"Wang, Ce; Zhao, Wei; Lv, Shaoyu",0,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129870,Consensus control and optimization analysis of multi-agent system with time-varying delay based on the Lyapunov-Krasovskii functional: Novel order-reduction methods,Applied Mathematics and Computation,2026,"Xu, Hang; Shangguan, Xing-Chen; An, Yun-Hao",0,['0096-3003'],,multi-swarm optimization 2024
10.1016/j.amc.2025.129705,Gravitational least squares twin support vector machine based on optimal angle for class imbalance learning,Applied Mathematics and Computation,2026,"Mohammadi, Abdullah; Nasiri, Jalal A.; Effati, Sohrab",0,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2025.129816,System modeling based on orthotopic expansion particle filter for linear time-varying system with bounded noise,Applied Mathematics and Computation,2026,"Wang, Ziyun; Feng, Chao; Wang, Yan",0,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2025.129678,On solutions of a coupled system of quantum integral equations in Banach spaces,Applied Mathematics and Computation,2026,"Sahebi, Hamid Reza; Kazemi, Manochehr; Metwali, Mohamed M.A.",0,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2024.129102,Parameter estimation method for separable fractional-order Hammerstein nonlinear systems based on the on-line measurements,Applied Mathematics and Computation,2025,"Wang, Junwei; Xiong, Weili; Ding, Feng",26,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2024.129073,Fault-tolerant model predictive sliding mode control for trajectory replanning of multi-UAV formation flight,Applied Mathematics and Computation,2025,"Khodaverdian, Maria; Najafi, Majdeddin; Kazemifar, Omid",10,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2025.129364,Evolutionary games for cooperation in open data management,Applied Mathematics and Computation,2025,"Benko, Tina P.; Pi, Bin; Li, Qin",8,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129378,Construction of solutions of the Riemann problem for a two-dimensional Keyfitz-Kranzer type model governing a thin film flow,Applied Mathematics and Computation,2025,"Pandey, Anamika; Barthwal, Rahul; Raja Sekhar, T.",6,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129217,Hybrid control for the prey in a spatial prey-predator model with cooperative hunting and fear effect time lag,Applied Mathematics and Computation,2025,"Mu, Yu; Lo, Wing-Cheong; Tan, Yuanshun",6,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2024.129112,Jarratt-type methods and their convergence analysis without using Taylor expansion,Applied Mathematics and Computation,2025,"Bate, Indra; Senapati, Kedarnath; George, Santhosh",5,['0096-3003'],,convergence analysis metaheuristic 2024
10.1016/j.amc.2025.129406,"A co-evolutionary model of information, behavior, and epidemics in multiplex networks: Incorporating subjective and objective factors",Applied Mathematics and Computation,2025,"Yu, Yue; Huo, Liang'an",4,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129331,Environmental feedback promotes cooperation in a spatial prisoner's dilemma game with preferential selection,Applied Mathematics and Computation,2025,"Li, Minlan; Wang, Chao; Han, Yanyan",4,['0096-3003'],,algorithm selection benchmark 2024
10.1016/j.amc.2024.129107,Secure adaptive output-feedback tracking control for a class of uncertain nonlinear systems in the presence of sensor and actuator faults under DoS and injection attacks,Applied Mathematics and Computation,2025,"Baghi, Hamidreza; Abdollahi, Farzaneh; Talebi, Heidar Ali",4,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2025.129333,Stabilization of hybrid stochastic neutral-type systems with non-differentiable delays under high nonlinearity via discrete-time feedback control,Applied Mathematics and Computation,2025,"Huang, Yueli; Lv, Yuan; Zhu, Quanxin",4,['0096-3003'],,hybrid metaheuristic 2024 2025
10.1016/j.amc.2024.129177,Time delay effects on evolutionary dynamics of N-player trust game with diverse investment behaviors,Applied Mathematics and Computation,2025,"Su, Xin; Guo, Ruqiang; Hua, Shijia",3,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2024.129084,The iteration time and the general position number in graph convexities,Applied Mathematics and Computation,2025,"Araujo, Julio; Dourado, Mitre C.; Protti, Fábio",3,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129120,Insider trading at a random deadline with correlation between dynamic asset and stochastic liquidity,Applied Mathematics and Computation,2025,"Qiu, Jixiu; Zhou, Yonghui",3,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129255,A study on multi-information diffusion model considering dual social reinforcement effect from the perspective of evolutionary game,Applied Mathematics and Computation,2025,"Ma, Yuanyuan; Zhang, Qiannan; Xie, Leilei",3,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2024.129106,Finite-region dissipative control for two-dimensional Roesser systems via Markov jumping mechanism,Applied Mathematics and Computation,2025,"Wei, Jiabao; Wang, Hai; Shi, Kaibo",3,['0096-3003'],,Markov chain convergence optimization 2024
10.1016/j.amc.2024.129003,Dynamic event-triggered predefined-time adaptive attitude control for a QUAV with unknown deception attacks,Applied Mathematics and Computation,2025,"Zhu, Guanchao; Luo, Min; Cui, Guozeng",3,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2024.129059,Reinforcement learning-based adaptive event-triggered control of multi-agent systems with time-varying dead-zone,Applied Mathematics and Computation,2025,"Li, Xin; He, Dakuo; Zhang, Qiang",3,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129414,Game strategy analysis on E-commerce platform supply chain with shared logistics service: A chaos perspective,Applied Mathematics and Computation,2025,"Zhang, Yuanyuan; Fu, Shaochuan; Fan, Shucheng",3,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2024.129219,Convergence analysis of a regularized Newton method with generalized regularization terms for unconstrained convex optimization problems,Applied Mathematics and Computation,2025,"Yamakawa, Yuya; Yamashita, Nobuo",2,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2024.129152,A weighted switching sequence optimization algorithm for static output feedback control synthesis of nonlinear systems,Applied Mathematics and Computation,2025,"Gao, Jingjing; Xie, Xiangpeng",2,['0096-3003'],,Levy flight optimization 2024
10.1016/j.amc.2025.129399,Reliability evaluation of conditional recursive networks under h-conditional restriction,Applied Mathematics and Computation,2025,"Zhang, Hong; Bian, Hong; Meng, Jixiang",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129115,Multi-state sequential Boolean networks: An analysis of its combinatorial dynamics,Applied Mathematics and Computation,2025,"Aledo, Juan A.; Llano, Jose P.; Valverde, Jose C.",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2025.129429,Symmetrised fractional variation with L1 fidelity for signal denoising via Grünwald-Letnikov scheme,Applied Mathematics and Computation,2025,"Lanza, Alessandro; Leaci, Antonio; Morigi, Serena",2,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129027,Adaptive distributed unknown input observer for linear systems,Applied Mathematics and Computation,2025,"Zhou, Dan-Dan; Zhao, Ran",2,['0096-3003'],,surrogate-assisted optimization 2025
10.1016/j.amc.2024.129229,Reinforcement learning-based linear quadratic tracking control for partially unknown Markov jump singular interconnected systems,Applied Mathematics and Computation,2025,"Jia, Guolong; Yang, Qing; Liu, Jinxu",2,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2025.129527,Contractivity of stochastic θ-methods under non-global Lipschitz conditions,Applied Mathematics and Computation,2025,"Biščević, Helena; D'Ambrosio, Raffaele; Di Giovacchino, Stefano",2,['0096-3003'],,stochastic convergence global optimization 2023
10.1016/j.amc.2025.129334,Analysis of a stabilized element-free Galerkin method for magnetohydrodynamic flow at very large Hartmann numbers,Applied Mathematics and Computation,2025,"Li, Xiaolin; Dong, Haiyun",2,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2025.129550,Adaptive neural fixed-time sampled-data output-feedback stabilization for a class of nonlinear systems,Applied Mathematics and Computation,2025,"Mao, Jun; Li, Qiang; Wang, Ronghao",2,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2024.129149,Event-triggered approximately optimized formation control of multi-agent systems with unknown disturbances via simplified reinforcement learning,Applied Mathematics and Computation,2025,"Yang, Yang; Geng, Shuocong; Yue, Dong",2,['0096-3003'],,reinforcement learning metaheuristic 2024
10.1016/j.amc.2025.129452,Quantum integral Favard-type inequality,Applied Mathematics and Computation,2025,"Yu, Jiao",2,['0096-3003'],,quantum-behaved particle swarm 2024
10.1016/j.amc.2025.129283,A learning-based sliding mode control for switching systems with dead zone,Applied Mathematics and Computation,2025,"Wang, Bo; Zou, Fucheng; Wu, Junhui",2,['0096-3003'],,opposition-based learning 2024
10.1016/j.amc.2025.129284,Convergence analysis of an efficient multistep pseudo-spectral continuous Galerkin approach for solving Volterra integro-differential equations,Applied Mathematics and Computation,2025,"Yang, Yin; Yao, Pai; Tohidi, Emran",1,['0096-3003'],,convergence analysis metaheuristic 2024
10.1016/j.amc.2025.129500,Cycle multistability and synchronization mechanisms in coupled interneurons: In-phase and anti-phase dynamics under current stimuli,Applied Mathematics and Computation,2025,"Ševčík, Jan; Přibylová, Lenka",1,['0096-3003'],,CEC 2022 benchmark evaluation
10.1016/j.amc.2024.129130,Analysis and control of demand response in smart grids: An evolutionary game method,Applied Mathematics and Computation,2025,"Zhou, Mengyu; Liu, Xingwen; Hu, Qi",1,['0096-3003'],,parameter adaptation evolutionary 2025
10.1016/j.amc.2025.129337,Correlation theorem and applications associated with the fractional Fourier transform in polar coordinates,Applied Mathematics and Computation,2025,"Gao, Wen-Biao",1,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2024.129070,Event-triggered sampling-based singularity-free fixed-time control for nonlinear systems subject to input saturation and unknown control directions,Applied Mathematics and Computation,2025,"Qi, Xiaojing; Xu, Shengyuan",1,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2024.129058,Efficient finite element strategy using enhanced high-order and second-derivative-free variants of Newton's method,Applied Mathematics and Computation,2025,"Laadhari, Aymen; Temimi, Helmi",1,['0096-3003'],,no free lunch theorem optimization
10.1016/j.amc.2024.129040,A fast local search based memetic algorithm for the parallel row ordering problem,Applied Mathematics and Computation,2025,"Palubeckis, Gintaras",1,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2024.129228,WENO based adaptive image zooming algorithm,Applied Mathematics and Computation,2025,"Crnković, Bojan; Škifić, Jerko; Bosner, Tina",1,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2025.129302,Effective data reduction algorithm for topological data analysis,Applied Mathematics and Computation,2025,"Choi, Seonmi; Oh, Jinseok; Park, Jeong Rye",1,['0096-3003'],,chaos optimization algorithm 2024
10.1016/j.amc.2024.129004,Barrier-function based adaptive trajectory tracking control for high-order nonlinear systems with collision avoidance,Applied Mathematics and Computation,2025,"Zhang, Lili; Liu, Chenglong; An, Liwei",1,['0096-3003'],,adaptive step size optimization 2025
10.1016/j.amc.2024.129129,A step function based recursion method for 0/1 deep neural networks,Applied Mathematics and Computation,2025,"Zhang, Hui; Zhou, Shenglong; Li, Geoffrey Ye",1,['0096-3003'],,adaptive step size optimization 2025
