doi,title,container,year,authors,cited_by,issns,query_matched
10.1016/j.amc.2013.02.017,Backtracking Search Optimization Algorithm for numerical optimization problems,Applied Mathematics and Computation,2013,"Civicioglu, Pinar",567,['0096-3003'],gravitational search
10.1016/j.amc.2007.09.004,Global-best harmony search,Applied Mathematics and Computation,2008,"Omran, Mahamed G.H.; Mahdavi, Mehrdad",497,['0096-3003'],gravitational search
10.1016/j.amc.2009.02.044,A real coded genetic algorithm for solving integer and mixed integer optimization problems,Applied Mathematics and Computation,2009,"Deep, Kusum; Singh, Krishna Pratap; Kansal, M.L.",426,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2015.11.001,A hybrid PSO-GA algorithm for constrained optimization problems,Applied Mathematics and Computation,2016,"Garg, Harish",389,['0096-3003'],tidal force algorithm
10.1016/j.amc.2020.125535,A novel metaheuristic optimizer inspired by behavior of jellyfish in ocean,Applied Mathematics and Computation,2021,"Chou, Jui-Sheng; Truong, Dinh-Nhat",358,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2006.07.105,An effective co-evolutionary differential evolution for constrained optimization,Applied Mathematics and Computation,2007,"Huang, Fu-zhuo; Wang, Ling; He, Qie",335,['0096-3003'],differential evolution
10.1016/j.amc.2012.04.069,Training feedforward neural networks using hybrid particle swarm optimization and gravitational search algorithm,Applied Mathematics and Computation,2012,"Mirjalili, SeyedAli; Mohd Hashim, Siti Zaiton; Moradian Sardroudi, Hossein",312,['0096-3003'],gravitational search
10.1016/j.amc.2006.07.134,A hybrid particle swarm optimization with a feasibility-based rule for constrained optimization,Applied Mathematics and Computation,2007,"He, Qie; Wang, Ling",295,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2006.09.098,Particle swarm and ant colony algorithms hybridized for improved continuous optimization,Applied Mathematics and Computation,2007,"Shelokar, P.S.; Siarry, Patrick; Jayaraman, V.K.",219,['0096-3003'],particle swarm optimization
10.1016/j.amc.2006.12.045,A modified particle swarm optimizer with dynamic adaptation,Applied Mathematics and Computation,2007,"Yang, Xueming; Yuan, Jinsha; Yuan, Jiangye",215,['0096-3003'],grey wolf optimizer
10.1016/s0096-3003(02)00794-4,Solutions of the system of differential equations by differential transform method,Applied Mathematics and Computation,2004,"Ayaz, Fatma",207,['0096-3003'],differential evolution
10.1016/s0096-3003(98)10115-7,Solving partial differential equations by two-dimensional differential transform method,Applied Mathematics and Computation,1999,"Kuang Chen, Cha'o; Huei Ho, Shing",183,['0096-3003'],differential evolution
10.1016/j.amc.2010.03.114,Chaotic harmony search algorithms,Applied Mathematics and Computation,2010,"Alatas, Bilal",183,['0096-3003'],gravitational search
10.1016/j.amc.2007.03.047,An improved particle swarm optimization algorithm,Applied Mathematics and Computation,2007,"Jiang, Yan; Hu, Tiesong; Huang, ChongChao",179,['0096-3003'],particle swarm optimization
10.1016/j.amc.2007.09.049,Novel derivative of harmony search algorithm for discrete design variables,Applied Mathematics and Computation,2008,"Geem, Zong Woo",179,['0096-3003'],gravitational search
10.1016/j.amc.2008.05.135,An improved quantum-behaved particle swarm optimization algorithm with weighted mean best position,Applied Mathematics and Computation,2008,"Xi, Maolong; Sun, Jun; Xu, Wenbo",175,['0096-3003'],particle swarm optimization
10.1016/j.amc.2006.07.026,MCPSO: A multi-swarm cooperative particle swarm optimizer,Applied Mathematics and Computation,2007,"Niu, Ben; Zhu, Yunlong; He, Xiaoxian",173,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2006.12.066,Locating multiple optima using particle swarm optimization,Applied Mathematics and Computation,2007,"Brits, R.; Engelbrecht, A.P.; van den Bergh, F.",168,['0096-3003'],particle swarm optimization
10.1016/s0096-3003(03)00190-5,Chaotic dynamics in nonlinear duopoly game with heterogeneous players,Applied Mathematics and Computation,2004,"Agiza, H.N.; Elsadany, A.A.",161,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2010.12.053,Particle swarm optimization: Hybridization perspectives and experimental illustrations,Applied Mathematics and Computation,2011,"Thangaraj, Radha; Pant, Millie; Abraham, Ajith",157,['0096-3003'],particle swarm optimization
10.1016/j.amc.2006.06.057,Multilevel minimum cross entropy threshold selection based on particle swarm optimization,Applied Mathematics and Computation,2007,"Yin, Peng-Yeng",152,['0096-3003'],particle swarm optimization
10.1016/j.amc.2007.10.046,Rainfall forecasting by technological machine learning models,Applied Mathematics and Computation,2008,"Hong, Wei-Chiang",152,['0096-3003'],opposition-based learning
10.1016/s0096-3003(99)00293-3,Two-dimensional differential transform for partial differential equations,Applied Mathematics and Computation,2001,"Jang, Ming-Jyi; Chen, Chieh-Li; Liu, Yung-Chin",151,['0096-3003'],differential evolution
10.1016/j.amc.2004.10.009,Solution of boundary value problems for integro-differential equations by using differential transform method,Applied Mathematics and Computation,2005,"Arikoglu, Aytac; Ozkol, Ibrahim",133,['0096-3003'],differential evolution
10.1016/j.amc.2010.09.049,Parameter-setting-free harmony search algorithm,Applied Mathematics and Computation,2010,"Geem, Zong Woo; Sim, Kwee-Bo",133,['0096-3003'],gravitational search
10.1016/j.amc.2007.02.103,An improved particle swarm optimization algorithm combined with piecewise linear chaotic map,Applied Mathematics and Computation,2007,"Xiang, Tao; Liao, Xiaofeng; Wong, Kwok-wo",127,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2007.07.068,Generalized differential transform method: Application to differential equations of fractional order,Applied Mathematics and Computation,2008,"Odibat, Zaid; Momani, Shaher; Erturk, Vedat Suat",127,['0096-3003'],differential evolution
10.1016/j.amc.2012.05.001,A Modified Binary Particle Swarm Optimization for Knapsack Problems,Applied Mathematics and Computation,2012,"Bansal, Jagdish Chand; Deep, Kusum",122,['0096-3003'],particle swarm optimization
10.1016/s0096-3003(02)00629-x,A direct stochastic algorithm for global search,Applied Mathematics and Computation,2003,"Raphael, B; Smith, I.F.C",121,['0096-3003'],gravitational search
10.1016/j.amc.2007.12.053,Application of particle swarm optimization for distribution feeder reconfiguration considering distributed generators,Applied Mathematics and Computation,2008,"Olamaei, J.; Niknam, T.; Gharehpetian, G.",118,['0096-3003'],particle swarm optimization
10.1016/j.amc.2011.09.021,Quantum-behaved particle swarm optimization with Gaussian distributed local attractor point,Applied Mathematics and Computation,2011,"Sun, Jun; Fang, Wei; Palade, Vasile",115,['0096-3003'],particle swarm optimization
10.1016/0096-3003(89)90099-4,Coefficient-parameter polynomial continuation,Applied Mathematics and Computation,1989,"Morgan, Alexander P.; Sommese, Andrew J.",107,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2011.10.055,"A research on the grey prediction model GM(1,n)",Applied Mathematics and Computation,2012,"Tien, Tzu-Li",105,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2007.04.080,Using genetic algorithms grey theory to forecast high technology industrial output,Applied Mathematics and Computation,2008,"Wang, Chao-Hung; Hsu, Li-Chang",102,['0096-3003'],grey wolf optimizer
10.1016/s0096-3003(03)00581-2,Applications of differential transform method to differential-algebraic equations,Applied Mathematics and Computation,2004,"Ayaz, Fatma",94,['0096-3003'],differential evolution
10.1016/j.amc.2006.08.105,Fractional differential equations as alternative models to nonlinear differential equations,Applied Mathematics and Computation,2007,"Bonilla, B.; Rivero, M.; Rodríguez-Germá, L.",94,['0096-3003'],differential evolution
10.1016/j.amc.2004.10.087,"A prediction method using the grey model GMC(1,n) combined with the grey relational analysis: a case study on Internet access population forecast",Applied Mathematics and Computation,2005,"Wu, Wann-Yih; Chen, Shuo-Pei",90,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2012.10.067,An adaptive parameter tuning of particle swarm optimization algorithm,Applied Mathematics and Computation,2013,"Xu, Gang",90,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2013.03.115,Generalized weighted statistical convergence and application,Applied Mathematics and Computation,2013,"Belen, C.; Mohiuddine, S.A.",90,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2003.06.011,A new algorithm for solving classical Blasius equation,Applied Mathematics and Computation,2004,"Wang, Lei",89,['0096-3003'],tidal force algorithm
10.1016/j.amc.2012.05.030,A new class of nonlinear conjugate gradient coefficients with global convergence properties,Applied Mathematics and Computation,2012,"Rivaie, Mohd; Mamat, Mustafa; June, Leong Wah",87,['0096-3003'],global optimization convergence
10.1016/j.amc.2011.11.057,Robust finite-time H∞ control of singular stochastic systems via static output feedback,Applied Mathematics and Computation,2012,"Zhang, Yingqi; Liu, Caixia; Mu, Xiaowu",87,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2006.05.168,A similar particle swarm optimization algorithm for job-shop scheduling to minimize makespan,Applied Mathematics and Computation,2006,"Lian, Zhigang; Jiao, Bin; Gu, Xingsheng",85,['0096-3003'],particle swarm optimization
10.1016/j.amc.2005.07.023,Multi-response simulation optimization using genetic algorithm within desirability function framework,Applied Mathematics and Computation,2006,"Pasandideh, Seyed Hamid Reza; Niaki, Seyed Taghi Akhavan",85,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2007.03.010,Combinatorial particle swarm optimization (CPSO) for partitional clustering problem,Applied Mathematics and Computation,2007,"Jarboui, B.; Cheikh, M.; Siarry, P.",85,['0096-3003'],particle swarm optimization
10.1016/j.amc.2007.08.053,Delay-dependent asymptotic stability for stochastic delayed recurrent neural networks with time varying delays,Applied Mathematics and Computation,2008,"Rakkiyappan, R.; Balasubramaniam, P.",85,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2006.01.066,Particle swarm optimization for function optimization in noisy environment,Applied Mathematics and Computation,2006,"Pan, Hui; Wang, Ling; Liu, Bo",84,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2007.10.063,Fractal-based brain tumor detection in multimodal MRI,Applied Mathematics and Computation,2009,"Iftekharuddin, Khan M.; Zheng, Jing; Islam, Mohammad A.",84,['0096-3003'],multimodal optimization
10.1016/j.amc.2012.03.087,High-precision computation: Mathematical physics and dynamics,Applied Mathematics and Computation,2012,"Bailey, D.H.; Barrio, R.; Borwein, J.M.",84,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2005.07.042,A similar particle swarm optimization algorithm for permutation flowshop scheduling to minimize makespan,Applied Mathematics and Computation,2006,"Lian, Zhigang; Gu, Xingsheng; Jiao, Bin",83,['0096-3003'],particle swarm optimization
10.1016/0096-3003(90)90051-4,Stochastic bifurcation,Applied Mathematics and Computation,1990,"Sri Namachchivaya, N.",81,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2005.01.115,Hybrid genetic algorithm based on quantum computing for numerical optimization and parameter estimation,Applied Mathematics and Computation,2005,"Wang, Ling; Tang, Fang; Wu, Hao",80,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2009.10.027,An ensemble of discrete differential evolution algorithms for solving the generalized traveling salesman problem,Applied Mathematics and Computation,2010,"Fatih Tasgetiren, M.; Suganthan, P.N.; Pan, Quan-Ke",79,['0096-3003'],differential evolution
10.1016/j.amc.2013.12.175,Gravitational search algorithm combined with chaos for unconstrained numerical optimization,Applied Mathematics and Computation,2014,"Gao, Shangce; Vairappan, Catherine; Wang, Yan",78,['0096-3003'],gravitational search
10.1016/j.amc.2014.02.005,On a novel multi-swarm fruit fly optimization algorithm and its application,Applied Mathematics and Computation,2014,"Yuan, Xiaofang; Dai, Xiangshan; Zhao, Jingyi",77,['0096-3003'],swarm intelligence
10.1016/j.amc.2008.08.053,Enhancing the performance of differential evolution using orthogonal design method,Applied Mathematics and Computation,2008,"Gong, Wenyin; Cai, Zhihua; Jiang, Liangxiao",76,['0096-3003'],differential evolution
10.1016/j.amc.2008.05.005,Modifications of real code genetic algorithm for global optimization,Applied Mathematics and Computation,2008,"Tsoulos, Ioannis G.",75,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2005.01.024,A hybrid genetic algorithm–neural network strategy for simulation optimization,Applied Mathematics and Computation,2005,"Wang, Ling",73,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2006.04.015,On the convergence of Adomian decomposition method,Applied Mathematics and Computation,2006,"Hosseini, M.M.; Nasabzadeh, H.",72,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2010.07.017,Synchronization of a chaotic finance system,Applied Mathematics and Computation,2011,"Zhao, Xiaoshan; Li, Zhenbo; Li, Shuang",72,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2006.01.022,Solution of differential–difference equations by using differential transform method,Applied Mathematics and Computation,2006,"Arikoglu, Aytac; Ozkol, Ibrahim",71,['0096-3003'],differential evolution
10.1016/j.amc.2007.06.020,Improved particle swarm algorithms for global optimization,Applied Mathematics and Computation,2008,"Ali, M.M.; Kaelo, P.",70,['0096-3003'],particle swarm optimization
10.1016/j.amc.2006.07.030,Fingerprint images encryption via multi-scroll chaotic attractors,Applied Mathematics and Computation,2007,"Han, Fengling; Hu, Jiankun; Yu, Xinghuo",69,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2007.12.052,Adaptive differential evolution algorithm for multiobjective optimization problems,Applied Mathematics and Computation,2008,"Qian, Weiyi; li, Ajun",68,['0096-3003'],differential evolution
10.1016/j.amc.2007.08.014,Chaos synchronization of different chaotic systems subjected to input nonlinearity,Applied Mathematics and Computation,2008,"Yau, Her-Terng; Yan, Jun-Juh",68,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2012.12.015,"The necessary and sufficient condition for GM(1,1) grey prediction model",Applied Mathematics and Computation,2013,"Chen, Chun-I; Huang, Shou-Jen",68,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2005.02.037,Solution of different type of the partial differential equation by differential transform method and Adomian’s decomposition method,Applied Mathematics and Computation,2006,"Bildik, Necdet; Konuralp, Ali; Orakçı Bek, Funda",66,['0096-3003'],differential evolution
10.1016/j.amc.2008.10.045,Parameter optimization of nonlinear grey Bernoulli model using particle swarm optimization,Applied Mathematics and Computation,2009,"Zhou, Jianzhong; Fang, Rengcun; Li, Yuhong",65,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2011.09.025,A note on the modified simple equation method applied to Sharma–Tasso–Olver equation,Applied Mathematics and Computation,2011,"Zayed, Elsayed M.E.",65,['0096-3003'],vis-viva equation
10.1016/j.amc.2017.05.014,Metaheuristic vs. deterministic global optimization algorithms: The univariate case,Applied Mathematics and Computation,2018,"Kvasov, Dmitri E.; Mukhametzhanov, Marat S.",65,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2020.125153,Cryptanalysis and constructing S-Box based on chaotic map and backtracking,Applied Mathematics and Computation,2020,"Liu, Hongjun; Kadir, Abdurahman; Xu, Chengbo",65,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2003.11.023,A niche hybrid genetic algorithm for global optimization of continuous multimodal functions,Applied Mathematics and Computation,2005,"Wei, Lingyun; Zhao, Mei",64,['0096-3003'],multimodal optimization
10.1016/j.amc.2013.04.016,Structural damage assessment using FRF employing particle swarm optimization,Applied Mathematics and Computation,2013,"Mohan, S.C.; Maiti, D.K.; Maity, D.",62,['0096-3003'],particle swarm optimization
10.1016/j.amc.2003.07.008,Nonmonotone trust region method for solving optimization problems,Applied Mathematics and Computation,2004,"Sun, Wenyu",61,['0096-3003'],multimodal optimization
10.1016/j.amc.2011.04.001,Multiple-buyer multiple-vendor multi-product multi-constraint supply chain problem with stochastic demand and variable lead-time: A harmony search algorithm,Applied Mathematics and Computation,2011,"Taleizadeh, Ata Allah; Niaki, Seyed Taghi Akhavan; Barzinpour, Farnaz",61,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2006.11.079,A trigonometrically fitted explicit hybrid method for the numerical integration of orbital problems,Applied Mathematics and Computation,2007,"Fang, Yonglei; Wu, Xinyuan",58,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2012.08.092,Hybrid particle swarm optimization with genetic algorithm for solving capacitated vehicle routing problem with fuzzy demand – A case study on garbage collection system,Applied Mathematics and Computation,2012,"Kuo, R.J.; Zulvia, Ferani E.; Suryadi, Kadarsah",57,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2008.06.012,synchronization of time-delayed chaotic systems,Applied Mathematics and Computation,2008,"Park, Ju H.; Ji, D.H.; Won, S.C.",56,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2013.09.036,Stochastic linear quadratic optimal control with constraint for discrete-time systems,Applied Mathematics and Computation,2014,"Liu, Xikui; Li, Yan; Zhang, Weihai",56,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2006.05.173,Differential transform method applied to high index differential–algebraic equations,Applied Mathematics and Computation,2007,"Liu, Hong; Song, Yongzhong",55,['0096-3003'],differential evolution
10.1016/j.amc.2011.05.110,A perturb biogeography based optimization with mutation for global numerical optimization,Applied Mathematics and Computation,2011,"Li, Xiangtao; Wang, Jinyan; Zhou, Junping",54,['0096-3003'],orbital mechanics optimization
10.1016/s0096-3003(01)00037-6,Different applications for the differential transformation in the differential equations,Applied Mathematics and Computation,2002,"Abdel-Halim Hassan, I.H.",53,['0096-3003'],differential evolution
10.1016/j.amc.2003.08.058,Convergence of line search methods for unconstrained optimization,Applied Mathematics and Computation,2004,"Shi, Zhen-Jun",53,['0096-3003'],gravitational search
10.1016/j.amc.2006.05.087,Dynamic analysis of stochastic Cohen–Grossberg neural networks with time delays,Applied Mathematics and Computation,2006,"Zhao, Hongyong; Ding, Nan",53,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2009.06.048,Global exponential convergence and stability of gradient-based neural network for online matrix inversion,Applied Mathematics and Computation,2009,"Zhang, Yunong; Shi, Yanyan; Chen, Ke",53,['0096-3003'],global optimization convergence
10.1016/j.amc.2008.05.100,Knowledge-based cooperative particle swarm optimization,Applied Mathematics and Computation,2008,"Jie, Jing; Zeng, Jianchao; Han, Chongzhao",52,['0096-3003'],particle swarm optimization
10.1016/j.amc.2011.12.032,A novel particle swarm optimization algorithm based on particle migration,Applied Mathematics and Computation,2012,"Gang, Ma; Wei, Zhou; Xiaolin, Chang",52,['0096-3003'],particle swarm optimization
10.1016/j.amc.2011.11.107,On the difference equation,Applied Mathematics and Computation,2012,"Stević, Stevo",52,['0096-3003'],vis-viva equation
10.1016/j.amc.2008.12.084,Robust stability analysis for discrete-time stochastic neural networks systems with time-varying delays,Applied Mathematics and Computation,2009,"Luo, Mengzhuo; Zhong, Shouming; Wang, Rongjun",51,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2013.07.020,An improved global-best harmony search algorithm,Applied Mathematics and Computation,2013,"El-Abd, Mohammed",51,['0096-3003'],gravitational search
10.1016/j.amc.2021.126012,A weighted network community detection algorithm based on deep learning,Applied Mathematics and Computation,2021,"Li, Shudong; Jiang, Laiyuan; Wu, Xiaobo",50,['0096-3003'],opposition-based learning
10.1016/j.amc.2010.08.053,Improved particle swarm algorithm for hydrological parameter optimization,Applied Mathematics and Computation,2010,"Jiang, Yan; Liu, Changmin; Huang, Chongchao",49,['0096-3003'],particle swarm optimization
10.1016/j.amc.2010.01.106,Reliability stochastic optimization for a series system with interval component reliability via genetic algorithm,Applied Mathematics and Computation,2010,"Bhunia, A.K.; Sahoo, L.; Roy, D.",49,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2011.04.005,Two-agent scheduling with position-based deteriorating jobs and learning effects,Applied Mathematics and Computation,2011,"Cheng, T.C.E.; Wu, Wen-Hsiang; Cheng, Shuenn-Ren",49,['0096-3003'],opposition-based learning
10.1016/j.amc.2007.05.068,Improving genetic algorithms’ performance by local search for continuous function optimization,Applied Mathematics and Computation,2008,"Hamzaçebi, Coşkun",48,['0096-3003'],gravitational search
10.1016/j.amc.2017.06.012,Comparative analysis of GMDH neural network based on genetic algorithm and particle swarm optimization in stable channel design,Applied Mathematics and Computation,2017,"Shaghaghi, Saba; Bonakdari, Hossein; Gholami, Azadeh",48,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2003.10.061,Hybrid heuristics for Examination Timetabling problem,Applied Mathematics and Computation,2005,"Naji Azimi, Zahra",47,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2012.12.057,A differential invasive weed optimization algorithm for improved global numerical optimization,Applied Mathematics and Computation,2013,"Basak, Aniruddha; Maity, Dipankar; Das, Swagatam",46,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2006.11.090,Iterated tabu search for the maximum diversity problem,Applied Mathematics and Computation,2007,"Palubeckis, Gintaras",45,['0096-3003'],gravitational search
10.1016/j.amc.2008.10.056,A note on the Levenberg–Marquardt parameter,Applied Mathematics and Computation,2009,"Fan, Jinyan; Pan, Jianyu",45,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2013.01.035,Application of the method of simplest equation for obtaining exact traveling-wave solutions for the extended Korteweg–de Vries equation and generalized Camassa–Holm equation,Applied Mathematics and Computation,2013,"Vitanov, Nikolay K.; Dimitrova, Zlatinka I.; Kantz, Holger",45,['0096-3003'],vis-viva equation
10.1016/j.amc.2008.04.021,Quadratic approximation based hybrid genetic algorithm for function optimization,Applied Mathematics and Computation,2008,"Deep, Kusum; Das, Kedar Nath",44,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2010.10.010,Solving second order initial value problems by a hybrid multistep method without predictors,Applied Mathematics and Computation,2010,"Jator, S.N.",44,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2013.12.148,Gravitational effect and initial stress on generalized magneto-thermo-microstretch elastic solid for different theories,Applied Mathematics and Computation,2014,"Othman, M.I.A.; Abo-Dahab, S.M.; Lotfy, Kh.",44,['0096-3003'],gravitational search
10.1016/j.amc.2014.02.093,A modified real coded genetic algorithm for constrained optimization,Applied Mathematics and Computation,2014,"Thakur, Manoj; Meghwani, Suraj S.; Jalota, Hemant",43,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2015.01.050,Multi-stage stochastic mean–semivariance–CVaR portfolio optimization under transaction costs,Applied Mathematics and Computation,2015,"Najafi, Amir Abbas; Mushakhian, Siamak",43,['0096-3003'],ergodicity stochastic optimization
10.1016/s0096-3003(02)00063-2,Finding a control parameter in one-dimensional parabolic equations,Applied Mathematics and Computation,2003,"Dehghan, Mehdi",42,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2003.10.037,An algorithm for Adomian decomposition method,Applied Mathematics and Computation,2004,"Chen, Wenhai; Lu, Zhengyi",42,['0096-3003'],tidal force algorithm
10.1016/j.amc.2006.05.051,A particle swarm optimization approach to the nonlinear resource allocation problem,Applied Mathematics and Computation,2006,"Yin, Peng-Yeng; Wang, Jing-Yu",42,['0096-3003'],particle swarm optimization
10.1016/j.amc.2007.08.032,A self-organizing migrating genetic algorithm for constrained optimization,Applied Mathematics and Computation,2008,"Deep, Kusum; Dipti, ",42,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2014.01.159,A self-adaptive chaotic differential evolution algorithm using gamma distribution for unconstrained global optimization,Applied Mathematics and Computation,2014,"Coelho, Leandro dos Santos; Ayala, Helon Vicente Hultmann; Mariani, Viviana Cocco",42,['0096-3003'],differential evolution
10.1016/j.amc.2018.11.005,Survival and ergodicity of a stochastic phytoplankton–zooplankton model with toxin-producing phytoplankton in an impulsive polluted environment,Applied Mathematics and Computation,2019,"Yu, Xingwang; Yuan, Sanling; Zhang, Tonghua",42,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2005.01.142,A deterministic global optimization algorithm for generalized geometric programming,Applied Mathematics and Computation,2005,"Wang, Yanjun; Liang, Zhian",41,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2009.05.004,Optimization models and a GA-based algorithm for stochastic time-cost trade-off problem,Applied Mathematics and Computation,2009,"Ke, Hua; Ma, Weimin; Ni, Yaodong",41,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2014.12.145,Controllability of fractional integro-differential evolution equations with nonlocal conditions,Applied Mathematics and Computation,2015,"Liang, Jin; Yang, He",41,['0096-3003'],differential evolution
10.1016/j.amc.2006.07.108,Multi-period optimization portfolio with bankruptcy control in stochastic market,Applied Mathematics and Computation,2007,"Wei, Shu-zhi; Ye, Zhong-xing",40,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2012.11.020,Particle swarm optimization using dimension selection methods,Applied Mathematics and Computation,2013,"Jin, Xin; Liang, Yongquan; Tian, Dongping",40,['0096-3003'],particle swarm optimization
10.1016/j.amc.2013.06.074,Particle swarm optimization with adaptive mutation for multimodal optimization,Applied Mathematics and Computation,2013,"Wang, Hui; Wang, Wenjun; Wu, Zhijian",40,['0096-3003'],multimodal optimization
10.1016/j.amc.2013.08.083,Application of the extended simplest equation method to the coupled Schrödinger–Boussinesq equation,Applied Mathematics and Computation,2013,"Bilige, Sudao; Chaolu, Temuer; Wang, Xiaomin",40,['0096-3003'],vis-viva equation
10.1016/j.amc.2006.06.106,Chaotic analysis of the foreign exchange rates,Applied Mathematics and Computation,2007,"Das, Atin; Das, Pritha",39,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2013.07.092,Hybridizing ant colony optimization with firefly algorithm for unconstrained optimization problems,Applied Mathematics and Computation,2013,"Rizk-Allah, R.M.; Zaki, Elsayed M.; El-Sawy, Ahmed Ahmed",39,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2014.05.018,A self-adaptive combined strategies algorithm for constrained optimization using differential evolution,Applied Mathematics and Computation,2014,"Elsayed, Saber M.; Sarker, Ruhul A.; Essam, Daryl L.",39,['0096-3003'],differential evolution
10.1016/j.amc.2015.11.036,Optimal PID controller design through swarm intelligence algorithms for sun tracking system,Applied Mathematics and Computation,2016,"Sabir, Mirza Muhammad; Ali, Tariq",39,['0096-3003'],swarm intelligence
10.1016/j.amc.2014.03.035,Long-time behavior of a stochastic SIR model,Applied Mathematics and Computation,2014,"Lin, Yuguo; Jiang, Daqing; Xia, Peiyan",38,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2004.08.026,An automated hybrid genetic-conjugate gradient algorithm for multimodal optimization problems,Applied Mathematics and Computation,2005,"Gudla, Pradeep Kumar; Ganguli, Ranjan",37,['0096-3003'],multimodal optimization
10.1016/j.amc.2006.06.101,A deterministic global optimization algorithm,Applied Mathematics and Computation,2007,"Ji, Ying; Zhang, Ke-Cun; Qu, Shao-Jian",37,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2011.01.081,Chaotic catfish particle swarm optimization for solving global numerical optimization problems,Applied Mathematics and Computation,2011,"Chuang, Li-Yeh; Tsai, Sheng-Wei; Yang, Cheng-Hong",37,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2013.07.091,"Particle Swarm Optimization with non-smooth penalty reformulation, for a complex portfolio selection problem",Applied Mathematics and Computation,2013,"Corazza, Marco; Fasano, Giovanni; Gusso, Riccardo",37,['0096-3003'],particle swarm optimization
10.1016/j.amc.2008.05.065,On the use of differential evolution for forward kinematics of parallel manipulators,Applied Mathematics and Computation,2008,"Wang, Xue-Song; Hao, Ming-Lin; Cheng, Yu-Hu",36,['0096-3003'],differential evolution
10.1016/j.amc.2013.03.098,Gravitational particle swarm,Applied Mathematics and Computation,2013,"Tsai, Hsing-Chih; Tyan, Yaw-Yauan; Wu, Yun-Wu",36,['0096-3003'],gravitational search
10.1016/j.amc.2014.09.010,An effective differential evolution algorithm for permutation flow shop scheduling problem,Applied Mathematics and Computation,2014,"Liu, Ying; Yin, Minghao; Gu, Wenxiang",36,['0096-3003'],differential evolution
10.1016/j.amc.2014.05.071,Stochastic finite-time boundedness for Markovian jumping neural networks with time-varying delays,Applied Mathematics and Computation,2014,"Cheng, Jun; Zhu, Hong; Ding, Yucai",36,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2003.08.021,"Numerical solution of functional differential, integral and integro-differential equations",Applied Mathematics and Computation,2004,"Rashed, M.T.",35,['0096-3003'],differential evolution
