doi,title,container,year,authors,cited_by,issns,query_matched
10.1016/0096-3003(87)90033-6,Remarks on multigrid convergence theorems,Applied Mathematics and Computation,1987,"Parter, Seymour V.",2,['0096-3003'],convergence proof metaheuristic
10.1016/0096-3003(87)90031-2,Increasing the convergence rate of series,Applied Mathematics and Computation,1987,"Longman, I.M.",2,['0096-3003'],convergence proof metaheuristic
10.1016/0096-3003(90)90013-s,Unconstrained global optimization using strict complementary slackness,Applied Mathematics and Computation,1990,"Bin Mohd, Ismail",2,['0096-3003'],multimodal optimization
10.1016/0096-3003(90)90008-q,Inference for stochastic neuronal models,Applied Mathematics and Computation,1990,"Habib, M.K.; Thavaneswaran, A.",2,['0096-3003'],ergodicity stochastic optimization
10.1016/0096-3003(93)90081-o,A note on a reduction of cauchy singular integral equation to Fredholm Equation in Lp,Applied Mathematics and Computation,1993,"Sengupta, A.",2,['0096-3003'],vis-viva equation
10.1016/0096-3003(94)00186-8,Adaptive stochastic optimization using multiprocessors,Applied Mathematics and Computation,1995,"Masri, S.F.; Bekey, G.A.; Caughey, T.K.",2,['0096-3003'],ergodicity stochastic optimization
10.1016/0096-3003(96)00010-0,On some algorithms of learning control,Applied Mathematics and Computation,1996,"Pervozvanski, A.",2,['0096-3003'],opposition-based learning
10.1016/s0096-3003(96)00022-7,Analysis of a parameter identification problem,Applied Mathematics and Computation,1997,"Scitovski, Rudolf",2,['0096-3003'],parameter adaptation metaheuristic
10.1016/s0096-3003(97)10108-4,Parameter estimation in superposition of decaying exponentials,Applied Mathematics and Computation,1998,"Chang, Carolina; Gzyl, Henryk",2,['0096-3003'],parameter adaptation metaheuristic
10.1016/s0096-3003(97)10031-5,A construction procedure of iterative methods with cubical convergence II: Another convergence approach,Applied Mathematics and Computation,1998,"Ezquerro, J.A.; Gutiérrez, J.M.; Hernández, M.A.",2,['0096-3003'],convergence proof metaheuristic
10.1016/s0096-3003(03)00765-3,A stochastic approach to global optimization of nonlinear programming problem with many equality constraints,Applied Mathematics and Computation,2004,"Feng, Enmin; Qian, Weiyi",2,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2004.04.034,An algorithm for multiple-precision floating-point multiplication,Applied Mathematics and Computation,2005,"Takahashi, Daisuke",2,['0096-3003'],nature-inspired algorithm
10.1016/j.amc.2003.06.002,Hydromagnetic stability of gravitational streaming coaxial cylinders with double perturbed interfaces,Applied Mathematics and Computation,2005,"Radwan, Ahmed E.",2,['0096-3003'],gravitational search
10.1016/j.amc.2005.01.062,A new unidimensional search method for optimization: The 5/9 method,Applied Mathematics and Computation,2005,"Kahya, Emin",2,['0096-3003'],gravitational search
10.1016/j.amc.2006.05.083,Accurate numerical partials with applications to optimization,Applied Mathematics and Computation,2006,"Danchick, Roy",2,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2005.01.122,On combinatorial optimization motivated by biology,Applied Mathematics and Computation,2006,"Ahmed, E.; Elettreby, M.F.",2,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2006.05.147,A integral filter algorithm for unconstrained global optimization,Applied Mathematics and Computation,2007,"Yang, Yongjian; Du, Xuewu; Li, Mingming",2,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2007.01.027,A population ecology inspired parent selection strategy for numerical constrained optimization problems,Applied Mathematics and Computation,2007,"Yuchi, Ming; Kim, Jong-Hwan; Jo, Jun",2,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2006.10.065,A new sorting algorithm,Applied Mathematics and Computation,2007,"Sundararajan, Kiran Kumar; Chakraborty, Soubhik",2,['0096-3003'],tidal force algorithm
10.1016/j.amc.2006.12.065,An algorithm for rank aggregation problem,Applied Mathematics and Computation,2007,"Didehvar, Farzad; Eslahchi, Changiz",2,['0096-3003'],tidal force algorithm
10.1016/j.amc.2006.07.067,Multiprogramming genetic algorithm for optimization problems with permutation property,Applied Mathematics and Computation,2007,"Xing, Li-Ning; Chen, Ying-Wu; Shen, Xue-Shi",2,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2006.11.065,A one-parameter family of quadratically convergent iteration formulae,Applied Mathematics and Computation,2007,"Chun, Changbum",2,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2006.12.001,On-line parameter estimator derived from modified matrix pseudoinverse,Applied Mathematics and Computation,2007,"González, Graciela Adriana",2,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2006.08.034,A modified SQP method and its global convergence,Applied Mathematics and Computation,2007,"Che, Jianren; Su, Ke",2,['0096-3003'],global optimization convergence
10.1016/j.amc.2006.07.075,Strong global convergence of an adaptive nonmonotone memory gradient method,Applied Mathematics and Computation,2007,"Yu, Zhensheng; Zhang, Weiguo; Wu, Baofeng",2,['0096-3003'],global optimization convergence
10.1016/j.amc.2006.12.053,A hybrid algorithm for multi-homogeneous Bézout number,Applied Mathematics and Computation,2007,"Tao, Yuhui; Liang, Heng; Bai, Fengshan",2,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2007.02.106,An efficient algorithm for orbital evolution of artificial satellite,Applied Mathematics and Computation,2007,"Abdel-Aziz, Yehia A.; Abd El-Salam, F.A.",2,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2006.09.045,A new Korteweg–de Vries equation-based sub-equation method and its application to the (2+1)-dimensional Korteweg–de Vries equation,Applied Mathematics and Computation,2007,"Song, Lina; Zhang, Hongqing",2,['0096-3003'],vis-viva equation
10.1016/j.amc.2007.07.011,The superlinear convergence of a new quasi-Newton-SQP method for constrained optimization,Applied Mathematics and Computation,2008,"Wei, Zengxin; Liu, Liying; Yao, Shengwei",2,['0096-3003'],global optimization convergence
10.1016/j.amc.2008.11.008,Modeling and genetic algorithm optimization of early events in signal transduction via dynamics of G-protein-coupled receptors: Internalization consideration,Applied Mathematics and Computation,2009,"Leelawattanachai, Jeerapond; Modchang, Charin; Triampo, Wannapong",2,['0096-3003'],genetic algorithm optimization
10.1016/j.amc.2009.08.056,An effective hybrid algorithm for computing symbolic determinants,Applied Mathematics and Computation,2009,"Li, Yi",2,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2010.04.064,A numerical approach to the proof of existence of solutions for some generalized obstacle problems,Applied Mathematics and Computation,2010,"Ryoo, Cheon Seoung",2,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2010.09.018,A variable neighborhood search based algorithm for finite-horizon Markov Decision Processes,Applied Mathematics and Computation,2010,"Zhao, Qiu Hong; Brimberg, Jack; Mladenović, Nenad",2,['0096-3003'],Markov chain optimization
10.1016/j.amc.2010.03.008,On the solution of a class of the reduced wave equation and the Riccati differential equation,Applied Mathematics and Computation,2010,"Misir, Adil",2,['0096-3003'],vis-viva equation
10.1016/j.amc.2011.02.023,Complexity reduction of C-Algorithm,Applied Mathematics and Computation,2011,"Bardet, Magali; Boussaada, Islam",2,['0096-3003'],tidal force algorithm
10.1016/j.amc.2011.07.029,Synchronization of a growing chaotic network model,Applied Mathematics and Computation,2011,"Cheng, Zunshui; Cao, Jinde",2,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2011.01.097,Some global convergence properties of the Wei–Yao–Liu conjugate gradient method with inexact line search,Applied Mathematics and Computation,2011,"Lu, Sha; Wei, Zengxin; Mo, Liliu",2,['0096-3003'],global optimization convergence
10.1016/j.amc.2011.06.058,Physics and proof theory,Applied Mathematics and Computation,2012,"Paleo, Bruno Woltzenlogel",2,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2012.10.113,Aerospace design optimization using a compound repulsive particle swarm,Applied Mathematics and Computation,2013,"Badyrka, Jeffrey M.; Hartfield, Roy J.; Jenkins, Rhonald M.",2,['0096-3003'],particle swarm optimization
10.1016/j.amc.2012.10.065,Integrable decompositions of a symmetric matrix Kaup–Newell equation and a symmetric matrix derivative nonlinear Schrödinger equation,Applied Mathematics and Computation,2013,"Xu, Ying; Zhou, Ruguang",2,['0096-3003'],vis-viva equation
10.1016/j.amc.2014.04.101,A dwindling filter trust region algorithm for nonlinear optimization,Applied Mathematics and Computation,2014,"Gu, Chao; Zhu, Detong",2,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2014.09.079,Novel Bees Algorithm: Stochastic self-adaptive neighborhood,Applied Mathematics and Computation,2014,"Tsai, Hsing-Chih",2,['0096-3003'],tidal force algorithm
10.1016/j.amc.2014.01.152,Convergence of rational Bernstein operators,Applied Mathematics and Computation,2014,"Render, Hermann",2,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2014.01.084,Equation-based interpolation and incremental unknowns for solving the three-dimensional Helmholtz equation,Applied Mathematics and Computation,2014,"Poullet, Pascal; Boag, Amir",2,['0096-3003'],vis-viva equation
10.1016/j.amc.2015.05.092,Pullback attractor for differential evolution inclusions with infinite delays,Applied Mathematics and Computation,2015,"Van Dac, Nguyen; Dinh Ke, Tran",2,['0096-3003'],differential evolution
10.1016/j.amc.2015.08.100,Overlapping restricted additive Schwarz method with damping factor for H-matrix linear complementarity problem,Applied Mathematics and Computation,2015,"Zhang, Li-Tao; Gu, Tong-Xiang; Liu, Xing-Ping",2,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2016.01.028,A novel computational hybrid approach in solving Hankel transform,Applied Mathematics and Computation,2016,"Irfan, Nagma; Siddiqi, A.H.",2,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2016.07.010,Optimization of fourth-order discrete-approximation inclusions,Applied Mathematics and Computation,2017,"Mahmudov, Elimhan N.",2,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2016.09.008,Oscillation-free solutions to Volterra integral and integro-differential equations with periodic force terms,Applied Mathematics and Computation,2017,"Ma, Junjie",2,['0096-3003'],tidal force algorithm
10.1016/j.amc.2018.03.121,Least-squares finite impulse response fixed-lag smoother and filter in linear discrete-time stochastic systems,Applied Mathematics and Computation,2018,"Nakamori, Seiichi",2,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2018.01.059,High order well-balanced discontinuous Galerkin methods for Euler equations at isentropic equilibrium state under gravitational fields,Applied Mathematics and Computation,2018,"Qian, Shouguo; Liu, Yu; Li, Gang",2,['0096-3003'],gravitational search
10.1016/j.amc.2021.126614,Disease clearance of tuberculosis infection: An in-host continuous-time Markov chain model,Applied Mathematics and Computation,2022,"Zhang, Wenjing",2,['0096-3003'],Markov chain optimization
10.1016/j.amc.2023.128498,Machine learning for a class of partial differential equations with multi-delays based on numerical Gaussian processes,Applied Mathematics and Computation,2024,"Zhang, Wenbo; Gu, Wei",2,['0096-3003'],opposition-based learning
10.1016/j.amc.2024.128605,Convergence rates for critical point regularization,Applied Mathematics and Computation,2024,"Obmann, Daniel; Haltmeier, Markus",2,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2025.129283,A learning-based sliding mode control for switching systems with dead zone,Applied Mathematics and Computation,2025,"Wang, Bo; Zou, Fucheng; Wu, Junhui",2,['0096-3003'],opposition-based learning
10.1016/j.amc.2024.129229,Reinforcement learning-based linear quadratic tracking control for partially unknown Markov jump singular interconnected systems,Applied Mathematics and Computation,2025,"Jia, Guolong; Yang, Qing; Liu, Jinxu",2,['0096-3003'],opposition-based learning
10.1016/j.amc.2025.129309,Effects of an update mechanism based on combinatorial memory and high-reputation learning objects on the evolution of cooperation,Applied Mathematics and Computation,2025,"Yang, Qianxi; Yang, Yanlong",2,['0096-3003'],opposition-based learning
10.1016/j.amc.2025.129628,Fixed-time optimized control for nonlinear strict-feedback systems based on reinforcement learning and disturbance observer,Applied Mathematics and Computation,2026,"Gao, Dong-Xiang; Cui, Wen-Hua; Wu, Li-Bing",2,['0096-3003'],opposition-based learning
10.1016/0096-3003(76)90003-5,Hydrodynamic analogy for direct shear force and bending moment evaluation in a plate,Applied Mathematics and Computation,1976,"Zagustin, Anatol I.; Zagustin, Elena A.",1,['0096-3003'],tidal force algorithm
10.1016/0096-3003(81)90146-6,A combinatorial proof of a Chevyshev polynomial identity,Applied Mathematics and Computation,1981,"Shapiro, L",1,['0096-3003'],convergence proof metaheuristic
10.1016/0096-3003(82)90193-x,Solid mechanics applications of boundary fitted coordinate systems,Applied Mathematics and Computation,1982,"McWhorter, John C.",1,['0096-3003'],orbital mechanics optimization
10.1016/0096-3003(86)90129-3,Computations in fusion Physics,Applied Mathematics and Computation,1986,"Larsen, Jon T.",1,['0096-3003'],physics-inspired metaheuristic
10.1016/0096-3003(89)90098-2,Markov chain transition probabilities and experimental data,Applied Mathematics and Computation,1989,"Benaroya, Haym",1,['0096-3003'],Markov chain optimization
10.1016/0096-3003(91)90089-6,"Regression approximations for continuous-time, stochastic compartmental models of discrete interacting populations",Applied Mathematics and Computation,1991,"Patterson, Richard L.",1,['0096-3003'],hitting time stochastic search
10.1016/0096-3003(92)90098-l,Distributions of unexpected services in a D-node Markov-renewal network distinguished by customer class,Applied Mathematics and Computation,1992,"Patterson, Richard L.",1,['0096-3003'],Markov chain optimization
10.1016/0096-3003(94)00104-c,Adaptive Chandrasekhar filter for linear discrete-time stationary stochastic systems,Applied Mathematics and Computation,1995,"Sugisaka, Masanori",1,['0096-3003'],hitting time stochastic search
10.1016/0096-3003(94)00141-p,A critical analysis of the numerical and analytical methods used in the construction of the lunar gravity potential model,Applied Mathematics and Computation,1995,"Tuckness, Dan G.; Jost, Bertrand",1,['0096-3003'],lunar gravitational
10.1016/s0096-3003(95)00210-3,Detection of random change point in one-parameter exponential families,Applied Mathematics and Computation,1996,"Ghorbanzadeh, Dariush",1,['0096-3003'],parameter adaptation metaheuristic
10.1016/s0096-3003(98)10117-0,Global convergence of nonmonotone strategies in parallel methods for block-bordered nonlinear systems,Applied Mathematics and Computation,2000,"Zanghirati, Gaetano",1,['0096-3003'],global optimization convergence
10.1016/s0096-3003(98)10066-8,The probabilistic method for problems of radiative transfer: Markov properties,Applied Mathematics and Computation,2000,"Natsuyama, Harriet H.; Ueno, Sueo",1,['0096-3003'],Markov chain optimization
10.1016/s0096-3003(01)00195-3,M-ary detection of Markov-modulated Poisson processes in inventory models,Applied Mathematics and Computation,2002,"Aggoun, Lakhdar; Benkherouf, Lakdere",1,['0096-3003'],Markov chain optimization
10.1016/s0096-3003(02)00172-8,Inverse problems for a general multi-connected bounded drum with applications in physics,Applied Mathematics and Computation,2003,"Zayed, E.M.E.",1,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2003.11.009,Preconditioned conjugate gradient method for three-dimensional non-convex enclosure geometries with diffuse and grey surfaces,Applied Mathematics and Computation,2004,"Qatanani, Naji; Schulz, Monika",1,['0096-3003'],grey wolf optimizer
10.1016/s0096-3003(03)00812-9,From stochastic partial difference equations to stochastic cellular automata through the ultra-discretization,Applied Mathematics and Computation,2004,"Konno, Norio; Kunimatsu, Toshihiko; Ma, Xia",1,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2004.04.119,Estimation of a matrix of intensities for model of Markov process,Applied Mathematics and Computation,2005,"Boguslavskiy, Josef A.",1,['0096-3003'],Markov chain optimization
10.1016/j.amc.2005.11.070,A global optimization algorithm using linear relaxation,Applied Mathematics and Computation,2006,"Shaojian, Qu; Hongyou, Yin; Kecun, Zhang",1,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2005.04.080,A feasible trust-region algorithm for inequality constrained optimization,Applied Mathematics and Computation,2006,"Peng, Ye-hui; Yao, Shengbao",1,['0096-3003'],metaheuristic optimization algorithm
10.1016/j.amc.2006.04.029,Evaluation of the bound states of a quantum system via the differential quadrature method: Extended to coupled differential equations,Applied Mathematics and Computation,2006,"Zerarka, A.; Saidi, H.; Hassouni, S.",1,['0096-3003'],differential evolution
10.1016/j.amc.2006.05.110,BIC-based unit-root detection: Simulation-based evidence,Applied Mathematics and Computation,2006,"Fukuda, Kosei",1,['0096-3003'],opposition-based learning
10.1016/j.amc.2005.09.028,Global convergence of a reaction–diffusion predator–prey model with stage structure for the predator,Applied Mathematics and Computation,2006,"Xu, Rui; Chaplain, M.A.J.; Davidson, F.A.",1,['0096-3003'],global optimization convergence
10.1016/j.amc.2005.11.116,Hybrid numerical methods for exponential models of growth,Applied Mathematics and Computation,2006,"Liu, X.-M.",1,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2006.01.040,Some remarks on conjugate gradient methods without line search,Applied Mathematics and Computation,2006,"Wang, Cheng-jing",1,['0096-3003'],gravitational search
10.1016/j.amc.2006.11.096,Robs algorithm,Applied Mathematics and Computation,2007,"George, Robins",1,['0096-3003'],tidal force algorithm
10.1016/j.amc.2007.01.013,Computational comparison of the prediction intervals of future observation for three-parameter Pareto distribution with known shape parameter,Applied Mathematics and Computation,2007,"Wu, Jong-Wuu; Lee, Wen-Chuan; Chen, Sheau-Chiann",1,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2007.02.015,Convergence of generalized Kapteyn expansion,Applied Mathematics and Computation,2007,"Pogány, Tibor K.",1,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2006.05.153,Handling organ motion in radiotherapy of cancer via Markov chains,Applied Mathematics and Computation,2007,"Çetin, Eyüp",1,['0096-3003'],Markov chain optimization
10.1016/j.amc.2006.11.021,Chandrasekhar-type recursive Wiener estimation technique in linear discrete-time stochastic systems,Applied Mathematics and Computation,2007,"Nakamori, Seiichi",1,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2007.04.107,WITHDRAWN: A new random search approach to find the global minimum,Applied Mathematics and Computation,2007,"Cura, Tunchan",1,['0096-3003'],gravitational search
10.1016/j.amc.2007.08.092,The optimal parameter of SOR-k method for p-cyclic matrices,Applied Mathematics and Computation,2008,"Li, Xiezhang",1,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2007.07.032,On the uniform convergence of interpolating polynomials,Applied Mathematics and Computation,2009,"Guyker, James",1,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2009.08.004,Convergence of parallel multistep hybrid methods for singular perturbation problems,Applied Mathematics and Computation,2009,"Xiao, Aiguo; Zhao, Yongxiang",1,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2010.01.035,Stochastic evolution of 2D crystals,Applied Mathematics and Computation,2010,"Dudziński, Marcin; Górka, Przemysław",1,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2010.05.041,Travelling wave solutions of reduced super-KdV equation: A perspective from Lamé equation,Applied Mathematics and Computation,2010,"Xiang, Chunhuan",1,['0096-3003'],vis-viva equation
10.1016/j.amc.2009.11.011,stability of the Boltzmann equation and Landau equation with soft potentials,Applied Mathematics and Computation,2010,"Ma, Xuan; Liu, Shuangqian",1,['0096-3003'],vis-viva equation
10.1016/j.amc.2011.09.015,Hybrid Hamilton–Webster and the Greek apportionment,Applied Mathematics and Computation,2011,"Tsitouras, Ch.",1,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2012.08.020,One-parameter Dirichlet problems on the Sierpinski gasket,Applied Mathematics and Computation,2012,"Breckner, Brigitte E.; Varga, Csaba",1,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2013.06.044,The parameter-space of the three-parameter A2 symmetric flow,Applied Mathematics and Computation,2013,"Rech, Paulo C.",1,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2013.06.045,A rescaling of the phase space for Hamiltonian map: Applications on the Kepler map and mappings with diverging angles in the limit of vanishing action,Applied Mathematics and Computation,2013,"de Oliveira, Juliano A.; Leonel, Edson D.",1,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2013.06.061,Uniform boundedness and convergence of global solutions to a strongly-coupled parabolic system with three competitive species,Applied Mathematics and Computation,2013,"Zhang, Yanhong",1,['0096-3003'],global optimization convergence
10.1016/j.amc.2013.02.005,Stochastic soliton-like solutions and theirs stochastic excitations under a (2+1)-dimensional stochastic dispersive long wave system,Applied Mathematics and Computation,2013,"Bai, Cheng-Lin",1,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2014.01.117,RETRACTED: Modified hybrid algorithm for process optimization,Applied Mathematics and Computation,2014,"Elhosseini, Mostafa A.; Haikal, Amira Y.",1,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2014.02.088,An incremental decomposition method for unconstrained optimization,Applied Mathematics and Computation,2014,"Bravi, Luca; Sciandrone, Marco",1,['0096-3003'],astronomy inspired optimization
10.1016/j.amc.2014.02.012,Sequential Monte Carlo sampling in hidden Markov models of nonlinear dynamical systems,Applied Mathematics and Computation,2014,"Zeng, X.; Anitescu, M.",1,['0096-3003'],Markov chain optimization
10.1016/j.amc.2014.07.025,Approximation by complex genuine hybrid operators,Applied Mathematics and Computation,2014,"Gupta, Vijay; Soybaş, Danyal",1,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2014.08.063,Extension of van der Corput algorithm to LS-sequences,Applied Mathematics and Computation,2015,"Carbone, Ingrid",1,['0096-3003'],tidal force algorithm
10.1016/j.amc.2015.07.069,Convergence of geometric subdivision schemes,Applied Mathematics and Computation,2016,"Ewald, Tobias",1,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2018.05.039,An accurate algorithm for evaluating rational functions,Applied Mathematics and Computation,2018,"Graillat, Stef",1,['0096-3003'],tidal force algorithm
10.1016/j.amc.2017.12.048,On convergence and semi-convergence of SSOR-like methods for augmented linear systems,Applied Mathematics and Computation,2018,"Wang, Hui-Di; Huang, Zheng-Da",1,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2018.07.064,Delay dependent stability of stochastic split-step θ methods for stochastic delay differential equations,Applied Mathematics and Computation,2018,"Hu, Peng; Huang, Chengming",1,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2019.04.035,An efficient energy-preserving algorithm for the Lorentz force system,Applied Mathematics and Computation,2019,"Li, Haochen; Hong, Qi",1,['0096-3003'],tidal force algorithm
10.1016/j.amc.2021.126249,Orbital stability of dn periodic solutions for the generalized symmetric regularized-long-wave equation,Applied Mathematics and Computation,2021,"Ling, Xing-qian; Zhang, Wei-guo",1,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2021.126010,A filter in constructing the preconditioner for solving linear equation systems of radiation diffusion problems,Applied Mathematics and Computation,2021,"Ye, Shuai; An, Hengbin; Xu, Xiaowen",1,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2021.126851,Another look at portfolio optimization with mental accounts,Applied Mathematics and Computation,2022,"Chiu, Wan-Yi",1,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2021.126735,Uncertainty analysis of large structures using universal grey number theory,Applied Mathematics and Computation,2022,"Alazwari, Mashhour A.; Rao, Singiresu S.",1,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2022.127719,ROCOF of higher order for semi-Markov processes,Applied Mathematics and Computation,2023,"D’Amico, Guglielmo; Petroni, Filippo",1,['0096-3003'],Markov chain optimization
10.1016/j.amc.2023.127948,"Hitting time, resistance distance and Kirchhoff index of Cayley graphs over dicyclic and semi-dihedral groups",Applied Mathematics and Computation,2023,"Yang, Jing; Wu, Yongjiang; Feng, Lihua",1,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2022.127504,H∞ consensus for stochastic Markov jump multi-agent systems with imperfect time-varying transition probabilities and multiplicative noise,Applied Mathematics and Computation,2023,"Wang, Jie; Chen, Xin",1,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2023.128129,The balanced split step theta approximations of stochastic neutral Hopfield neural networks with time delay and Poisson jumps,Applied Mathematics and Computation,2023,"Rathinasamy, Anandaraman; Mayavel, Pichamuthu",1,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2023.127994,Preface for the special issue “Hyperbolic PDE in computational physics: Advanced mathematical models and structure-preserving numerics”,Applied Mathematics and Computation,2023,"Dumbser, Michael; Busto, Saray; Elena Vázquez-Cendón, M.",1,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2024.128677,Particle swarm intelligence promotes cooperation by adapting interaction radii in co-evolutionary games,Applied Mathematics and Computation,2024,"Tian, Yue; Gao, Shun; Li, Haihong",1,['0096-3003'],swarm intelligence
10.1016/j.amc.2024.128948,Optimal parameter choice rule for filter-based regularization schemes,Applied Mathematics and Computation,2024,"Sayana, K.J.; Reddy, G.D.",1,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2024.128906,Deep learning-based estimation of time-dependent parameters in Markov models with application to nonlinear regression and SDEs,Applied Mathematics and Computation,2024,"Kałuża, Andrzej; Morkisz, Paweł M.; Mulewicz, Bartłomiej",1,['0096-3003'],opposition-based learning
10.1016/j.amc.2024.129213,Predictor-based event-triggered learning control of networked control systems with false data injection attacks and output delay,Applied Mathematics and Computation,2025,"Yang, Meng; Zhai, Junyong",1,['0096-3003'],opposition-based learning
10.1016/j.amc.2024.129265,Features of the interaction of paired solitary waves with the Cubic Vortical Whitham equation,Applied Mathematics and Computation,2025,"Flamarion, Marcelo V.; Pelinovsky, Efim",1,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2024.129040,A fast local search based memetic algorithm for the parallel row ordering problem,Applied Mathematics and Computation,2025,"Palubeckis, Gintaras",1,['0096-3003'],gravitational search
10.1016/j.amc.2025.129834,Persistence and extinction in an Elk-Wolf prey-predator system with refuge and inter-regional movement,Applied Mathematics and Computation,2026,"Maji, Mitali; Kumar, Mohit; Khajanchi, Subhas",1,['0096-3003'],grey wolf optimizer
10.1016/j.amc.2025.129766,Distributed reinforcement learning-based FTC for nonlinear multi-agent systems with performance guarantees,Applied Mathematics and Computation,2026,"Cui, Lili; Xie, Xiangpeng; Zhang, Yong",1,['0096-3003'],opposition-based learning
10.1016/j.amc.2025.129935,Hybrid PCA-PINN framework for accurate and transparent ECG arrhythmia detection,Applied Mathematics and Computation,2026,"Moaven, Fatemeh; Abbaszadeh, Mostafa",1,['0096-3003'],hybrid metaheuristic
10.1016/0096-3003(80)90033-8,Some computational advances in unconstrained optimization,Applied Mathematics and Computation,1980,"Kowalik, J.S.; Boland, W.R.",0,['0096-3003'],benchmark CEC optimization
10.1016/0096-3003(87)90035-x,Singularity theory for nonlinear optimization problems,Applied Mathematics and Computation,1987,"Casti, J.",0,['0096-3003'],orbital mechanics optimization
10.1016/0096-3003(87)90079-8,Some progress on the hydrocode convergence problem,Applied Mathematics and Computation,1987,"Kuttler, K.L.; Hicks, D.L.",0,['0096-3003'],convergence proof metaheuristic
10.1016/0096-3003(87)90008-7,Note on a new computer-oriented approach to molecular mechanics,Applied Mathematics and Computation,1987,"Greenspan, Donald",0,['0096-3003'],orbital mechanics optimization
10.1016/0096-3003(88)90006-9,A numerical method for a mathematical model in gravitational hydrodynamics,Applied Mathematics and Computation,1988,"Bulgarelli, U.; Cerimele, M.M.; Zaretti, A.",0,['0096-3003'],gravitational search
10.1016/0096-3003(89)90038-6,Stochastic approach to the cauchy system for the scattering function with hybrid reflector,Applied Mathematics and Computation,1989,"Ueno, S.",0,['0096-3003'],hybrid metaheuristic
10.1016/0096-3003(91)90016-g,Optimality tests for partitioning and sectional search algorithms,Applied Mathematics and Computation,1991,"Chankong, Vira",0,['0096-3003'],gravitational search
10.1016/0096-3003(94)90084-1,Learning in a dynamic producer–consumer market,Applied Mathematics and Computation,1994,"Szidarovszky, Ferenc; Molnàr, Sàndor",0,['0096-3003'],opposition-based learning
10.1016/0096-3003(94)90198-8,Practical stability analysis for stochastic time-delay systems,Applied Mathematics and Computation,1994,"Feng, Zhao-Shu; Liu, Yong-Qing",0,['0096-3003'],hitting time stochastic search
10.1016/0096-3003(94)90046-9,A numerical model for tracking populations through a time-dependent stochastic network,Applied Mathematics and Computation,1994,"Patterson, Richard L.; Snyder, David",0,['0096-3003'],hitting time stochastic search
10.1016/0096-3003(94)00175-4,Indeterminate Markov systems,Applied Mathematics and Computation,1995,"Hartfiel, D.J.",0,['0096-3003'],Markov chain optimization
